site_id,total_forecast_m3,total_actual_m3,ratio,flag
38111930,9.171428571428548,0.75,12.228571428571398,EXTREME_HIGH
38112257,244.57142857142802,32.0,7.6428571428571255,EXTREME_HIGH
38115069,34.39285714285706,6.0,5.732142857142843,EXTREME_HIGH
38115225,22.928571428571487,1.5,15.285714285714326,EXTREME_HIGH
38119504,22.928571428571487,3.0,7.642857142857163,EXTREME_HIGH
38120053,45.857142857142975,6.0,7.642857142857163,EXTREME_HIGH
38124275,22.928571428571487,3.0,7.642857142857163,EXTREME_HIGH
38124345,22.928571428571487,2.25,10.190476190476216,EXTREME_HIGH
38101677,48.12218807977737,6.0,8.020364679962894,EXTREME_HIGH
38101862,22.928571428571487,4.5,5.095238095238108,EXTREME_HIGH
38106609,22.928571428571487,1.5,15.285714285714326,EXTREME_HIGH
38110944,91.71428571428595,8.25,11.116883116883145,EXTREME_HIGH
38116418,1222.857142857141,120.0,10.190476190476176,EXTREME_HIGH
38116751,45.857142857142975,7.5,6.11428571428573,EXTREME_HIGH
38116756,45.857142857142975,7.5,6.11428571428573,EXTREME_HIGH
38108130,22.928571428571487,3.0,7.642857142857163,EXTREME_HIGH
38108323,22.928571428571487,3.75,6.11428571428573,EXTREME_HIGH
38109892,45.857142857142975,7.5,6.11428571428573,EXTREME_HIGH
38109986,38.21428571428566,6.75,5.661375661375653,EXTREME_HIGH
38111758,244.57142857142802,32.0,7.6428571428571255,EXTREME_HIGH
38117743,24.589285714285747,2.25,10.928571428571443,EXTREME_HIGH
38117745,244.57142857142802,24.0,10.190476190476167,EXTREME_HIGH
38117815,91.71428571428595,4.5,20.380952380952433,EXTREME_HIGH
38117891,45.857142857142975,9.0,5.095238095238108,EXTREME_HIGH
38100288,25.43303571428573,3.0,8.477678571428577,EXTREME_HIGH
38100336,22.928571428571487,1.5,15.285714285714326,EXTREME_HIGH
38100472,22.928571428571487,0.75,30.57142857142865,EXTREME_HIGH
38106250,29.823660714285758,166.74999999999974,0.17885253801670647,EXTREME_LOW
38108581,22.928571428571487,2.25,10.190476190476216,EXTREME_HIGH
38104464,80.3878826530612,13.5,5.954657974300829,EXTREME_HIGH
38113605,22.928571428571487,4.5,5.095238095238108,EXTREME_HIGH
38113724,68.78571428571412,3.75,18.3428571428571,EXTREME_HIGH
38113942,27.349206349206447,4.5,6.077601410934766,EXTREME_HIGH
38118251,21.814772002551017,3.0,7.271590667517006,EXTREME_HIGH
38118288,68.78571428571412,9.0,7.642857142857125,EXTREME_HIGH
38118405,22.928571428571487,4.5,5.095238095238108,EXTREME_HIGH
38118715,5.732142857142872,0.75,7.642857142857163,EXTREME_HIGH
38122601,46.5,3.75,12.4,EXTREME_HIGH
38122619,22.928571428571487,2.25,10.190476190476216,EXTREME_HIGH
38122731,22.928571428571487,4.5,5.095238095238108,EXTREME_HIGH
38122912,165.69387755101997,32.0,5.177933673469374,EXTREME_HIGH
38122963,22.928571428571487,4.5,5.095238095238108,EXTREME_HIGH
38123001,22.928571428571487,4.5,5.095238095238108,EXTREME_HIGH
38123109,20.380952380952326,0.75,27.174603174603103,EXTREME_HIGH
38123118,22.928571428571487,4.5,5.095238095238108,EXTREME_HIGH
38123229,62.18303571428573,11.25,5.527380952380954,EXTREME_HIGH
38122235,22.928571428571487,0.75,30.57142857142865,EXTREME_HIGH
38126792,23.25,4.5,5.166666666666667,EXTREME_HIGH
38127051,68.78571428571412,6.75,10.190476190476167,EXTREME_HIGH
38127109,32.13026147959175,4.5,7.140058106575945,EXTREME_HIGH
38127111,86.77232142857142,16.499999999999996,5.258928571428572,EXTREME_HIGH
38127351,45.857142857142975,5.25,8.734693877551043,EXTREME_HIGH
38127362,244.57142857142802,24.0,10.190476190476167,EXTREME_HIGH
38127389,19.070000000000068,3.75,5.0853333333333515,EXTREME_HIGH
38127493,158.5691964285714,26.25,6.040731292517005,EXTREME_HIGH
38127531,45.857142857142975,3.0,15.285714285714326,EXTREME_HIGH
38127609,68.4225765306122,10.5,6.516435860058305,EXTREME_HIGH
38127622,12.41964285714281,2.25,5.5198412698412485,EXTREME_HIGH
38127635,20.0625,1.0,20.0625,EXTREME_HIGH
38127657,8.598214285714265,1.25,6.878571428571412,EXTREME_HIGH
38127684,42.58163265306113,5.25,8.110787172011644,EXTREME_HIGH
38127704,18.021538461538476,1.5,12.014358974358984,EXTREME_HIGH
38127721,45.857142857142975,0.75,61.1428571428573,EXTREME_HIGH
38127753,9.464285714285715,0.75,12.61904761904762,EXTREME_HIGH
38127754,10.080428571428572,1.5,6.720285714285715,EXTREME_HIGH
38127757,9.464285714285715,0.75,12.61904761904762,EXTREME_HIGH
38127769,9.464285714285715,1.5,6.30952380952381,EXTREME_HIGH
38127776,14.395714285714249,1.5,9.597142857142833,EXTREME_HIGH
38127810,10.080428571428572,1.5,6.720285714285715,EXTREME_HIGH
38127811,10.734782608695614,1.5,7.156521739130409,EXTREME_HIGH
38127824,14.33275510204078,0.75,19.110340136054372,EXTREME_HIGH
38127849,85.02742346938761,3.75,22.673979591836698,EXTREME_HIGH
38127856,34.29767219387751,0.75,45.73022959183668,EXTREME_HIGH
38127857,10.402455357142838,0.75,13.86994047619045,EXTREME_HIGH
38127867,9.464285714285715,1.5,6.30952380952381,EXTREME_HIGH
38127871,9.464285714285714,0.75,12.619047619047619,EXTREME_HIGH
38127878,9.464285714285715,1.5,6.30952380952381,EXTREME_HIGH
38127879,10.402455357142838,0.75,13.86994047619045,EXTREME_HIGH
38127883,11.464285714285744,0.75,15.285714285714326,EXTREME_HIGH
38127892,10.394866071428552,0.75,13.859821428571403,EXTREME_HIGH
38127894,9.464285714285714,0.75,12.619047619047619,EXTREME_HIGH
38127896,8.698690476190508,0.75,11.598253968254012,EXTREME_HIGH
38127899,11.462599900099937,0.75,15.283466533466582,EXTREME_HIGH
38127936,9.080316091954007,0.75,12.107088122605342,EXTREME_HIGH
38127949,9.464285714285715,0.75,12.61904761904762,EXTREME_HIGH
38127956,6.997645211930921,0.75,9.330193615907895,EXTREME_HIGH
38127961,8.04891774891776,0.75,10.731890331890346,EXTREME_HIGH
38127982,289.97222222222246,25.299999999999997,11.461352657004841,EXTREME_HIGH
38128004,6.997645211930921,0.75,9.330193615907895,EXTREME_HIGH
38128006,9.171428571428548,1.5,6.114285714285699,EXTREME_HIGH
38128026,10.734782608695614,0.75,14.313043478260818,EXTREME_HIGH
38128040,9.464285714285715,0.75,12.61904761904762,EXTREME_HIGH
38128042,9.766895604395613,0.75,13.022527472527484,EXTREME_HIGH
38128074,91.06728316326532,0.75,121.42304421768709,EXTREME_HIGH
38128087,10.734782608695614,0.75,14.313043478260818,EXTREME_HIGH
38128130,257.5841269841273,8.0,32.19801587301591,EXTREME_HIGH
38128144,264.3252976190473,3.3000000000000003,80.09857503607493,EXTREME_HIGH
38128150,17.19642857142853,0.75,22.928571428571374,EXTREME_HIGH
38128156,4.367346938775489,0.25,17.469387755101955,EXTREME_HIGH
38128171,21.491709183673482,0.75,28.655612244897977,EXTREME_HIGH
38128172,24.589285714285747,0.75,32.78571428571433,EXTREME_HIGH
38128174,21.491709183673482,0.75,28.655612244897977,EXTREME_HIGH
38128176,24.589285714285747,0.75,32.78571428571433,EXTREME_HIGH
38128179,21.491709183673482,0.75,28.655612244897977,EXTREME_HIGH
38107898,207.99335034013575,35.199999999999996,5.908901998299312,EXTREME_HIGH
38107948,22.928571428571487,2.25,10.190476190476216,EXTREME_HIGH
38114087,22.928571428571487,4.5,5.095238095238108,EXTREME_HIGH
38114566,22.928571428571487,2.25,10.190476190476216,EXTREME_HIGH
38114797,22.928571428571487,3.75,6.11428571428573,EXTREME_HIGH
38118864,22.928571428571487,4.5,5.095238095238108,EXTREME_HIGH
38118975,22.928571428571487,3.0,7.642857142857163,EXTREME_HIGH
38119138,67.25714285714308,8.8,7.642857142857167,EXTREME_HIGH
38121520,22.928571428571487,4.5,5.095238095238108,EXTREME_HIGH
38121635,114.64285714285764,7.5,15.285714285714352,EXTREME_HIGH
38122180,22.928571428571487,4.5,5.095238095238108,EXTREME_HIGH
38126580,22.928571428571487,3.75,6.11428571428573,EXTREME_HIGH
38126596,22.928571428571487,3.0,7.642857142857163,EXTREME_HIGH
38127476,45.857142857142975,6.0,7.642857142857163,EXTREME_HIGH
38128185,21.491709183673482,0.75,28.655612244897977,EXTREME_HIGH
38128190,24.589285714285747,0.75,32.78571428571433,EXTREME_HIGH
38102147,75.40351190476188,481.799999999999,0.15650376069896646,EXTREME_LOW
38115723,22.928571428571487,3.75,6.11428571428573,EXTREME_HIGH
38116051,22.928571428571487,1.5,15.285714285714326,EXTREME_HIGH
38116127,34.39285714285706,6.0,5.732142857142843,EXTREME_HIGH
38120332,23.09999999999996,2.25,10.266666666666648,EXTREME_HIGH
38120446,22.928571428571487,3.75,6.11428571428573,EXTREME_HIGH
38120977,22.928571428571487,4.5,5.095238095238108,EXTREME_HIGH
38121168,257.94642857142804,6.0,42.99107142857134,EXTREME_HIGH
38107234,22.928571428571487,0.75,30.57142857142865,EXTREME_HIGH
38112253,244.57142857142802,24.0,10.190476190476167,EXTREME_HIGH
38119511,22.928571428571487,2.25,10.190476190476216,EXTREME_HIGH
38119527,22.928571428571487,3.75,6.11428571428573,EXTREME_HIGH
38119739,22.928571428571487,1.5,15.285714285714326,EXTREME_HIGH
38119770,22.928571428571487,4.5,5.095238095238108,EXTREME_HIGH
38120196,8.701428571428604,1.5,5.800952380952403,EXTREME_HIGH
38124053,175.11642857142883,34.5,5.075838509316777,EXTREME_HIGH
38124382,22.928571428571487,3.0,7.642857142857163,EXTREME_HIGH
38101477,22.928571428571487,3.75,6.11428571428573,EXTREME_HIGH
38101859,8.698690476190508,0.75,11.598253968254012,EXTREME_HIGH
38103651,22.928571428571487,3.75,6.11428571428573,EXTREME_HIGH
38110697,22.928571428571487,3.0,7.642857142857163,EXTREME_HIGH
38110883,171.96428571428527,12.75,13.487394957983158,EXTREME_HIGH
38111142,22.928571428571487,3.0,7.642857142857163,EXTREME_HIGH
38116536,8.695952380952413,1.5,5.797301587301608,EXTREME_HIGH
38111669,23.57880527210886,3.0,7.85960175736962,EXTREME_HIGH
38117417,22.928571428571487,4.5,5.095238095238108,EXTREME_HIGH
38117644,114.64285714285764,4.5,25.476190476190585,EXTREME_HIGH
38117682,68.78571428571412,0.75,91.7142857142855,EXTREME_HIGH
38117834,13.031428571428576,2.25,5.791746031746033,EXTREME_HIGH
38117926,33.62857142857154,6.6,5.095238095238113,EXTREME_HIGH
38108671,22.928571428571487,4.5,5.095238095238108,EXTREME_HIGH
38104677,91.71428571428595,15.75,5.823129251700696,EXTREME_HIGH
38113964,22.928571428571487,3.0,7.642857142857163,EXTREME_HIGH
38118224,91.71428571428595,9.0,10.190476190476216,EXTREME_HIGH
38118351,22.928571428571487,3.75,6.11428571428573,EXTREME_HIGH
38118509,69.75,13.5,5.166666666666667,EXTREME_HIGH
38122647,22.928571428571487,2.25,10.190476190476216,EXTREME_HIGH
38122675,22.928571428571487,3.75,6.11428571428573,EXTREME_HIGH
38123503,67.25714285714308,13.2,5.095238095238113,EXTREME_HIGH
38126960,28.66071428571441,4.5,6.369047619047646,EXTREME_HIGH
38127066,9.239026860744312,1.5,6.159351240496208,EXTREME_HIGH
38127246,812.7676767676757,88.0,9.235996326905406,EXTREME_HIGH
38127267,67.10000000000002,10.999999999999998,6.100000000000003,EXTREME_HIGH
38127344,27.705357142857093,4.5,6.156746031746021,EXTREME_HIGH
38127349,45.857142857142975,1.5,30.57142857142865,EXTREME_HIGH
38127543,36.19515306122458,6.0,6.032525510204096,EXTREME_HIGH
38127549,15.059311224489834,3.0,5.019770408163278,EXTREME_HIGH
38127556,211.4187748015867,31.5,6.711707136558307,EXTREME_HIGH
38127581,9.171428571428548,0.75,12.228571428571398,EXTREME_HIGH
38127611,10.508928571428573,2.0,5.2544642857142865,EXTREME_HIGH
38127647,16.89675595238095,1.5,11.264503968253967,EXTREME_HIGH
38127697,1075.8000000000006,195.80000000000004,5.494382022471912,EXTREME_HIGH
38127698,1085.7,210.09999999999997,5.167539267015708,EXTREME_HIGH
38127709,30.571428571428502,6.0,5.095238095238083,EXTREME_HIGH
38127714,1391.5505952380963,92.00000000000001,15.125549948240176,EXTREME_HIGH
38127734,16.367307692307644,1.5,10.911538461538429,EXTREME_HIGH
38127767,10.402455357142838,1.5,6.934970238095225,EXTREME_HIGH
38127768,15.782142857142894,1.5,10.521428571428595,EXTREME_HIGH
38127799,8.47603686635944,0.75,11.301382488479254,EXTREME_HIGH
38127804,36.67321428571438,6.6,5.556547619047634,EXTREME_HIGH
38127805,4.367346938775489,0.75,5.823129251700652,EXTREME_HIGH
38127813,10.402455357142838,1.5,6.934970238095225,EXTREME_HIGH
38127814,10.402455357142838,1.5,6.934970238095225,EXTREME_HIGH
38127844,39.21874999999989,1.5,26.14583333333326,EXTREME_HIGH
38127846,60.629623724489896,5.25,11.548499757045695,EXTREME_HIGH
38127921,17.19642857142853,1.5,11.464285714285687,EXTREME_HIGH
38127926,11.711333333333354,0.75,15.615111111111139,EXTREME_HIGH
38127933,9.464285714285715,0.75,12.61904761904762,EXTREME_HIGH
38127934,10.734782608695614,0.75,14.313043478260818,EXTREME_HIGH
38127935,9.464285714285715,0.75,12.61904761904762,EXTREME_HIGH
38127942,16.367307692307644,1.5,10.911538461538429,EXTREME_HIGH
38127943,13.08270676691732,0.75,17.443609022556426,EXTREME_HIGH
38127955,9.464285714285715,0.75,12.61904761904762,EXTREME_HIGH
38127965,9.464285714285715,0.75,12.61904761904762,EXTREME_HIGH
38127977,10.734782608695612,0.75,14.313043478260816,EXTREME_HIGH
38127987,5.732142857142872,1.0,5.732142857142872,EXTREME_HIGH
38127995,9.171428571428548,1.5,6.114285714285699,EXTREME_HIGH
38128014,10.734782608695614,0.75,14.313043478260818,EXTREME_HIGH
38128020,9.766895604395613,0.75,13.022527472527484,EXTREME_HIGH
38128021,10.394866071428552,0.75,13.859821428571403,EXTREME_HIGH
38128037,8.698690476190508,0.75,11.598253968254012,EXTREME_HIGH
38128048,8.701428571428604,0.75,11.601904761904805,EXTREME_HIGH
38128052,8.701428571428604,0.75,11.601904761904805,EXTREME_HIGH
38128070,10.402455357142838,0.75,13.86994047619045,EXTREME_HIGH
38128072,71.81894132653059,0.75,95.75858843537412,EXTREME_HIGH
38128084,10.734782608695614,0.75,14.313043478260818,EXTREME_HIGH
38128090,55.34725765306123,4.5,12.299390589569162,EXTREME_HIGH
38128092,17.19642857142853,0.75,22.928571428571374,EXTREME_HIGH
38128094,10.080428571428572,0.75,13.44057142857143,EXTREME_HIGH
38128096,85.94196428571429,6.75,12.732142857142858,EXTREME_HIGH
38128105,4.367346938775489,0.25,17.469387755101955,EXTREME_HIGH
38128167,21.491709183673482,0.75,28.655612244897977,EXTREME_HIGH
38128177,24.589285714285747,0.75,32.78571428571433,EXTREME_HIGH
38128178,24.589285714285747,0.75,32.78571428571433,EXTREME_HIGH
38128180,21.491709183673482,0.75,28.655612244897977,EXTREME_HIGH
38114551,22.928571428571487,3.75,6.11428571428573,EXTREME_HIGH
38114683,33.62857142857154,4.4,7.642857142857167,EXTREME_HIGH
38118880,22.928571428571487,1.5,15.285714285714326,EXTREME_HIGH
38121466,40.430714285714274,7.519999999999999,5.376424772036473,EXTREME_HIGH
38121522,33.62857142857154,6.6,5.095238095238113,EXTREME_HIGH
38121600,22.928571428571487,0.75,30.57142857142865,EXTREME_HIGH
38122078,22.928571428571487,4.5,5.095238095238108,EXTREME_HIGH
38122165,22.928571428571487,3.75,6.11428571428573,EXTREME_HIGH
38122290,114.64285714285764,8.25,13.896103896103956,EXTREME_HIGH
38126510,23.0,1.5,15.333333333333334,EXTREME_HIGH
38127292,9.171428571428548,0.75,12.228571428571398,EXTREME_HIGH
38127315,22.928571428571487,2.25,10.190476190476216,EXTREME_HIGH
38127442,144.8125,13.5,10.726851851851851,EXTREME_HIGH
38128189,17.65816326530609,0.75,23.544217687074788,EXTREME_HIGH
38116196,22.928571428571487,4.5,5.095238095238108,EXTREME_HIGH
38116212,245.55102040816277,16.0,15.346938775510173,EXTREME_HIGH
38120296,22.928571428571487,0.75,30.57142857142865,EXTREME_HIGH
38120344,22.928571428571487,1.5,15.285714285714326,EXTREME_HIGH
38120389,22.928571428571487,4.5,5.095238095238108,EXTREME_HIGH
38120464,91.71428571428595,2.25,40.761904761904866,EXTREME_HIGH
38120556,22.928571428571487,3.75,6.11428571428573,EXTREME_HIGH
38108127,22.928571428571487,2.25,10.190476190476216,EXTREME_HIGH
38109910,10151.256717687067,1315.25,7.718119534451296,EXTREME_HIGH
38117441,1.3757142857142892,0.18,7.642857142857163,EXTREME_HIGH
38117478,23.25,4.5,5.166666666666667,EXTREME_HIGH
38117883,45.38265306122454,9.0,5.0425170068027265,EXTREME_HIGH
38118087,22.928571428571487,3.0,7.642857142857163,EXTREME_HIGH
38102604,255.93137755102003,11.25,22.749455782312893,EXTREME_HIGH
38106158,59.276339285714485,359.89999999999986,0.16470224864049599,EXTREME_LOW
38101154,45.857142857142975,2.25,20.380952380952433,EXTREME_HIGH
38113930,597.1452380952383,88.0,6.7857413419913435,EXTREME_HIGH
38118254,80.25,12.0,6.6875,EXTREME_HIGH
38118394,45.857142857142975,8.25,5.558441558441572,EXTREME_HIGH
38122564,9.171428571428548,0.75,12.228571428571398,EXTREME_HIGH
38122579,17.391904761904826,3.0,5.797301587301608,EXTREME_HIGH
38122679,22.928571428571487,4.5,5.095238095238108,EXTREME_HIGH
38122736,8.698690476190508,1.5,5.799126984127006,EXTREME_HIGH
38122812,22.928571428571487,4.5,5.095238095238108,EXTREME_HIGH
38122876,22.928571428571487,3.0,7.642857142857163,EXTREME_HIGH
38122900,23.0,2.25,10.222222222222221,EXTREME_HIGH
38122958,23.09999999999996,3.0,7.699999999999986,EXTREME_HIGH
38123403,22.928571428571487,3.0,7.642857142857163,EXTREME_HIGH
38126903,22.928571428571487,4.5,5.095238095238108,EXTREME_HIGH
38126916,22.928571428571487,2.25,10.190476190476216,EXTREME_HIGH
38127099,45.857142857142975,5.25,8.734693877551043,EXTREME_HIGH
38127136,233.63869992441366,40.0,5.840967498110341,EXTREME_HIGH
38127170,22.928571428571487,3.0,7.642857142857163,EXTREME_HIGH
38127273,22.928571428571487,3.0,7.642857142857163,EXTREME_HIGH
38127350,45.857142857142975,4.5,10.190476190476216,EXTREME_HIGH
38127486,160.16709183673456,25.5,6.281062424969982,EXTREME_HIGH
38127489,7.6428571428571255,1.5,5.095238095238083,EXTREME_HIGH
38127538,8.521406250000018,1.5,5.680937500000012,EXTREME_HIGH
38127541,24.174107142857167,3.0,8.058035714285722,EXTREME_HIGH
38127545,30.118622448979668,6.0,5.019770408163278,EXTREME_HIGH
38127584,22.928571428571487,3.75,6.11428571428573,EXTREME_HIGH
38127585,27.717080582232903,3.75,7.39122148859544,EXTREME_HIGH
38127588,27.489107142857193,0.75,36.65214285714293,EXTREME_HIGH
38127601,12.382142857142856,1.5,8.254761904761905,EXTREME_HIGH
38127602,5.732142857142872,1.0,5.732142857142872,EXTREME_HIGH
38127604,41.69387755102043,0.75,55.591836734693906,EXTREME_HIGH
