date,district,actual_m3
2024-02-09,Аларский район,10.383661
2024-02-09,Ангарский ГО,191.487947
2024-02-09,Балаганский район,3.713764
2024-02-09,Баяндаевский район,8.107940
2024-02-09,Бодайбинский район,7.102141
2024-02-09,Боханский район,4.685424
2024-02-09,Жигаловский район,5.187358
2024-02-09,Заларинский район,7.660523
2024-02-09,Зиминский район,25.046943
2024-02-09,Иркутский район,169.228593
2024-02-09,Казачинско-Ленский район,10.062200
2024-02-09,Качугский район,5.879474
2024-02-09,Куйтунский район,4.785399
2024-02-09,Левый берег,325.047305
2024-02-09,МО Саянск,28.478757
2024-02-09,Нукутский район,6.900522
2024-02-09,Ольхонский район,5.768064
2024-02-09,Осинский район,6.268276
2024-02-09,Правый берег,284.525057
2024-02-09,Слюдянский район,31.617309
2024-02-09,Тулунский район,43.736248
2024-02-09,Усольский район,85.428007
2024-02-09,Усть-Удинский район,1.955886
2024-02-09,Черемховский район,48.339959
2024-02-09,Шелеховский район,47.735906
2024-02-09,Эхирит-Булагатский район,15.956433
2024-02-10,Аларский район,6.382705
2024-02-10,Ангарский ГО,93.501961
2024-02-10,Баяндаевский район,7.402250
2024-02-10,Бодайбинский район,8.979356
2024-02-10,Боханский район,4.063292
2024-02-10,Заларинский район,6.566351
2024-02-10,Зиминский район,31.563517
2024-02-10,Иркутский район,129.656194
2024-02-10,Казачинско-Ленский район,11.499683
2024-02-10,Куйтунский район,6.821121
2024-02-10,Левый берег,305.458190
2024-02-10,МО Саянск,20.992574
2024-02-10,Осинский район,7.762291
2024-02-10,Правый берег,253.786186
2024-02-10,Слюдянский район,22.855725
2024-02-10,Тулунский район,46.699090
2024-02-10,Усольский район,69.007901
2024-02-10,Усть-Удинский район,1.569599
2024-02-10,Черемховский район,37.419376
2024-02-10,Шелеховский район,44.440100
2024-02-10,Эхирит-Булагатский район,9.459406
2024-02-11,Аларский район,5.059970
2024-02-11,Ангарский ГО,93.090258
2024-02-11,Бодайбинский район,7.676572
2024-02-11,Боханский район,13.451894
2024-02-11,Заларинский район,1.497414
2024-02-11,Зиминский район,19.459032
2024-02-11,Иркутский район,151.094171
2024-02-11,Казачинско-Ленский район,11.642395
2024-02-11,Качугский район,2.958820
2024-02-11,Куйтунский район,7.710296
2024-02-11,Левый берег,279.093478
2024-02-11,МО Саянск,23.760304
2024-02-11,Осинский район,4.669931
2024-02-11,Правый берег,232.328889
2024-02-11,Слюдянский район,23.564717
2024-02-11,Тулунский район,36.423786
2024-02-11,Усольский район,67.636678
2024-02-11,Черемховский район,30.548409
2024-02-11,Шелеховский район,55.378238
2024-02-11,Эхирит-Булагатский район,11.088160
2024-02-12,Аларский район,8.843842
2024-02-12,Ангарский ГО,184.032586
2024-02-12,Балаганский район,4.107711
2024-02-12,Баяндаевский район,13.450475
2024-02-12,Бодайбинский район,9.459253
2024-02-12,Боханский район,5.286842
2024-02-12,Жигаловский район,6.791288
2024-02-12,Заларинский район,10.825022
2024-02-12,Зиминский район,33.589167
2024-02-12,Иркутский район,175.610895
2024-02-12,Казачинско-Ленский район,9.791278
2024-02-12,Качугский район,11.343167
2024-02-12,Куйтунский район,3.288905
2024-02-12,Левый берег,341.574135
2024-02-12,МО Саянск,28.264124
2024-02-12,Нукутский район,5.720269
2024-02-12,Ольхонский район,13.639856
2024-02-12,Осинский район,9.962543
2024-02-12,Правый берег,282.763835
2024-02-12,Слюдянский район,26.909990
2024-02-12,Тулунский район,40.597389
2024-02-12,Усольский район,86.705881
2024-02-12,Усть-Удинский район,3.147542
2024-02-12,Черемховский район,44.898210
2024-02-12,Шелеховский район,50.351869
2024-02-12,Эхирит-Булагатский район,13.808350
2024-02-13,Аларский район,4.875793
2024-02-13,Ангарский ГО,167.974003
2024-02-13,Баяндаевский район,12.350216
2024-02-13,Бодайбинский район,13.149994
2024-02-13,Боханский район,2.630744
2024-02-13,Жигаловский район,5.837607
2024-02-13,Заларинский район,12.930814
2024-02-13,Зиминский район,33.966715
2024-02-13,Иркутский район,122.465927
2024-02-13,Казачинско-Ленский район,11.866549
2024-02-13,Куйтунский район,5.489499
2024-02-13,Левый берег,293.625391
2024-02-13,МО Саянск,19.550936
2024-02-13,Нукутский район,3.307896
2024-02-13,Ольхонский район,9.127161
2024-02-13,Осинский район,7.441140
2024-02-13,Правый берег,255.243094
2024-02-13,Слюдянский район,28.361501
2024-02-13,Тулунский район,39.621370
2024-02-13,Усольский район,84.870964
2024-02-13,Усть-Удинский район,1.866074
2024-02-13,Черемховский район,39.457475
2024-02-13,Шелеховский район,38.376425
2024-02-13,Эхирит-Булагатский район,13.992520
2024-02-14,Аларский район,2.119533
2024-02-14,Ангарский ГО,158.040163
2024-02-14,Балаганский район,5.273911
2024-02-14,Баяндаевский район,9.075069
2024-02-14,Бодайбинский район,6.690656
2024-02-14,Боханский район,3.677330
2024-02-14,Жигаловский район,5.285943
2024-02-14,Заларинский район,13.793818
2024-02-14,Зиминский район,27.212730
2024-02-14,Иркутский район,140.035840
2024-02-14,Казачинско-Ленский район,12.517197
2024-02-14,Качугский район,5.983667
2024-02-14,Куйтунский район,2.879786
2024-02-14,Левый берег,291.110114
2024-02-14,МО Саянск,27.251361
2024-02-14,Нукутский район,2.736245
2024-02-14,Ольхонский район,3.941982
2024-02-14,Осинский район,6.099298
2024-02-14,Правый берег,238.735996
2024-02-14,Слюдянский район,30.260430
2024-02-14,Тулунский район,39.166053
2024-02-14,Усольский район,77.781858
2024-02-14,Усть-Удинский район,0.862571
2024-02-14,Черемховский район,58.448977
2024-02-14,Шелеховский район,49.535106
2024-02-14,Эхирит-Булагатский район,15.703755
2024-02-15,Аларский район,7.978667
2024-02-15,Ангарский ГО,171.673845
2024-02-15,Балаганский район,2.630500
2024-02-15,Баяндаевский район,8.863646
2024-02-15,Бодайбинский район,10.183501
2024-02-15,Боханский район,1.274580
2024-02-15,Жигаловский район,4.746777
2024-02-15,Заларинский район,10.637899
2024-02-15,Зиминский район,27.468214
2024-02-15,Иркутский район,127.683757
2024-02-15,Казачинско-Ленский район,11.277394
2024-02-15,Качугский район,3.157447
2024-02-15,Куйтунский район,6.135671
2024-02-15,Левый берег,306.684879
2024-02-15,МО Саянск,21.752840
2024-02-15,Ольхонский район,0.465226
2024-02-15,Осинский район,6.722545
2024-02-15,Правый берег,262.494079
2024-02-15,Слюдянский район,29.257448
2024-02-15,Тулунский район,42.710812
2024-02-15,Усольский район,75.331153
2024-02-15,Усть-Удинский район,4.177251
2024-02-15,Черемховский район,54.034940
2024-02-15,Шелеховский район,42.131372
2024-02-15,Эхирит-Булагатский район,13.750678
2024-02-16,Аларский район,7.120061
2024-02-16,Ангарский ГО,187.803023
2024-02-16,Балаганский район,4.022297
2024-02-16,Баяндаевский район,7.519993
2024-02-16,Бодайбинский район,7.549178
2024-02-16,Боханский район,4.371477
2024-02-16,Жигаловский район,5.398296
2024-02-16,Заларинский район,7.939710
2024-02-16,Зиминский район,22.420840
2024-02-16,Иркутский район,155.925047
2024-02-16,Казачинско-Ленский район,9.085914
2024-02-16,Качугский район,5.333544
2024-02-16,Куйтунский район,3.468021
2024-02-16,Левый берег,325.917783
2024-02-16,МО Саянск,28.196342
2024-02-16,Нукутский район,8.605405
2024-02-16,Ольхонский район,6.078196
2024-02-16,Осинский район,8.855299
2024-02-16,Правый берег,283.119500
2024-02-16,Слюдянский район,21.569654
2024-02-16,Тулунский район,38.347712
2024-02-16,Усольский район,82.820818
2024-02-16,Черемховский район,55.410867
2024-02-16,Шелеховский район,48.193040
2024-02-16,Эхирит-Булагатский район,15.031313
2024-02-17,Аларский район,3.404355
2024-02-17,Ангарский ГО,95.825216
2024-02-17,Баяндаевский район,3.604017
2024-02-17,Бодайбинский район,8.886500
2024-02-17,Боханский район,2.569037
2024-02-17,Заларинский район,4.105740
2024-02-17,Зиминский район,27.460605
2024-02-17,Иркутский район,118.831483
2024-02-17,Казачинско-Ленский район,9.125405
2024-02-17,Куйтунский район,3.370317
2024-02-17,Левый берег,285.857952
2024-02-17,МО Саянск,20.177713
2024-02-17,Осинский район,9.335339
2024-02-17,Правый берег,240.956504
2024-02-17,Слюдянский район,24.009407
2024-02-17,Тулунский район,47.389093
2024-02-17,Усольский район,71.517609
2024-02-17,Усть-Удинский район,2.285749
2024-02-17,Черемховский район,27.424086
2024-02-17,Шелеховский район,40.395050
2024-02-17,Эхирит-Булагатский район,6.517674
2024-02-18,Аларский район,0.053175
2024-02-18,Ангарский ГО,91.420765
2024-02-18,Бодайбинский район,9.379056
2024-02-18,Боханский район,10.977162
2024-02-18,Заларинский район,0.969040
2024-02-18,Зиминский район,20.226333
2024-02-18,Иркутский район,131.530921
2024-02-18,Казачинско-Ленский район,12.711821
2024-02-18,Куйтунский район,5.404947
2024-02-18,Левый берег,282.172935
2024-02-18,МО Саянск,23.729304
2024-02-18,Ольхонский район,2.753613
2024-02-18,Осинский район,4.429049
2024-02-18,Правый берег,234.619105
2024-02-18,Слюдянский район,18.465103
2024-02-18,Тулунский район,31.329575
2024-02-18,Усольский район,69.140944
2024-02-18,Черемховский район,28.691695
2024-02-18,Шелеховский район,51.910928
2024-02-18,Эхирит-Булагатский район,13.423344
2024-02-19,Аларский район,11.088926
2024-02-19,Ангарский ГО,165.612626
2024-02-19,Баяндаевский район,3.510388
2024-02-19,Бодайбинский район,9.460181
2024-02-19,Боханский район,4.741085
2024-02-19,Жигаловский район,6.315966
2024-02-19,Заларинский район,7.757789
2024-02-19,Зиминский район,28.975480
2024-02-19,Иркутский район,161.749594
2024-02-19,Казачинско-Ленский район,8.216616
2024-02-19,Качугский район,6.012404
2024-02-19,Куйтунский район,2.482442
2024-02-19,Левый берег,339.529506
2024-02-19,МО Саянск,28.852940
2024-02-19,Ольхонский район,2.781245
2024-02-19,Осинский район,8.349139
2024-02-19,Правый берег,282.926753
2024-02-19,Слюдянский район,27.646542
2024-02-19,Тулунский район,34.880034
2024-02-19,Усольский район,87.357210
2024-02-19,Черемховский район,35.497759
2024-02-19,Шелеховский район,44.636005
2024-02-19,Эхирит-Булагатский район,13.960827
2024-02-20,Аларский район,4.028606
2024-02-20,Ангарский ГО,172.846093
2024-02-20,Баяндаевский район,6.646286
2024-02-20,Бодайбинский район,11.317952
2024-02-20,Боханский район,2.026325
2024-02-20,Жигаловский район,6.140044
2024-02-20,Заларинский район,10.597877
2024-02-20,Зиминский район,31.407614
2024-02-20,Иркутский район,116.558100
2024-02-20,Казачинско-Ленский район,9.735719
2024-02-20,Куйтунский район,4.057271
2024-02-20,Левый берег,302.203324
2024-02-20,МО Саянск,18.967734
2024-02-20,Нукутский район,0.450355
2024-02-20,Осинский район,7.590676
2024-02-20,Правый берег,268.109059
2024-02-20,Слюдянский район,24.444575
2024-02-20,Тулунский район,36.163422
2024-02-20,Усольский район,79.054234
2024-02-20,Черемховский район,38.569283
2024-02-20,Шелеховский район,37.284631
2024-02-20,Эхирит-Булагатский район,6.231957
2024-02-21,Аларский район,7.008111
2024-02-21,Ангарский ГО,151.739594
2024-02-21,Баяндаевский район,14.212006
2024-02-21,Бодайбинский район,7.051991
2024-02-21,Боханский район,3.679451
2024-02-21,Жигаловский район,4.981903
2024-02-21,Заларинский район,9.747793
2024-02-21,Зиминский район,29.283763
2024-02-21,Иркутский район,136.804549
2024-02-21,Казачинско-Ленский район,14.321591
2024-02-21,Качугский район,4.569617
2024-02-21,Куйтунский район,3.087533
2024-02-21,Левый берег,318.417956
2024-02-21,МО Саянск,27.858037
2024-02-21,Нукутский район,2.515335
2024-02-21,Ольхонский район,10.160301
2024-02-21,Осинский район,7.588893
2024-02-21,Правый берег,270.130635
2024-02-21,Слюдянский район,27.759529
2024-02-21,Тулунский район,40.587287
2024-02-21,Усольский район,68.444494
2024-02-21,Черемховский район,50.626509
2024-02-21,Шелеховский район,49.526387
2024-02-21,Эхирит-Булагатский район,15.026525
2024-02-22,Аларский район,12.219519
2024-02-22,Ангарский ГО,164.174535
2024-02-22,Балаганский район,4.848083
2024-02-22,Баяндаевский район,12.297992
2024-02-22,Бодайбинский район,9.617851
2024-02-22,Боханский район,2.123517
2024-02-22,Жигаловский район,4.251777
2024-02-22,Заларинский район,13.801600
2024-02-22,Зиминский район,28.762997
2024-02-22,Иркутский район,116.010389
2024-02-22,Казачинско-Ленский район,9.181823
2024-02-22,Куйтунский район,5.135981
2024-02-22,Левый берег,311.241389
2024-02-22,МО Саянск,21.440551
2024-02-22,Нукутский район,3.980652
2024-02-22,Ольхонский район,3.421142
2024-02-22,Осинский район,4.100837
2024-02-22,Правый берег,253.154156
2024-02-22,Слюдянский район,19.984844
2024-02-22,Тулунский район,39.826971
2024-02-22,Усольский район,66.188526
2024-02-22,Усть-Удинский район,5.927182
2024-02-22,Черемховский район,37.073858
2024-02-22,Шелеховский район,38.077793
2024-02-22,Эхирит-Булагатский район,12.255967
2024-02-23,Аларский район,8.160324
2024-02-23,Ангарский ГО,188.293077
2024-02-23,Балаганский район,3.557687
2024-02-23,Бодайбинский район,9.743979
2024-02-23,Боханский район,5.122964
2024-02-23,Жигаловский район,5.706820
2024-02-23,Заларинский район,8.159182
2024-02-23,Зиминский район,24.579038
2024-02-23,Иркутский район,170.470023
2024-02-23,Казачинско-Ленский район,9.283290
2024-02-23,Качугский район,5.928857
2024-02-23,Куйтунский район,4.155236
2024-02-23,Левый берег,317.250673
2024-02-23,МО Саянск,26.091849
2024-02-23,Нукутский район,3.029784
2024-02-23,Осинский район,8.447819
2024-02-23,Правый берег,272.154249
2024-02-23,Слюдянский район,27.695486
2024-02-23,Тулунский район,43.551154
2024-02-23,Усольский район,89.404123
2024-02-23,Черемховский район,39.662557
2024-02-23,Шелеховский район,47.580105
2024-02-23,Эхирит-Булагатский район,13.693210
2024-02-24,Аларский район,3.788343
2024-02-24,Ангарский ГО,96.998063
2024-02-24,Балаганский район,3.840075
2024-02-24,Бодайбинский район,8.711961
2024-02-24,Заларинский район,0.969040
2024-02-24,Зиминский район,29.179245
2024-02-24,Иркутский район,123.504935
2024-02-24,Казачинско-Ленский район,11.438752
2024-02-24,Куйтунский район,7.558305
2024-02-24,Левый берег,308.436547
2024-02-24,МО Саянск,21.962409
2024-02-24,Ольхонский район,2.677691
2024-02-24,Осинский район,5.251290
2024-02-24,Правый берег,234.502957
2024-02-24,Слюдянский район,23.226431
2024-02-24,Тулунский район,36.786542
2024-02-24,Усольский район,64.718691
2024-02-24,Черемховский район,45.647360
2024-02-24,Шелеховский район,35.906243
2024-02-24,Эхирит-Булагатский район,9.933243
2024-02-25,Аларский район,6.022974
2024-02-25,Ангарский ГО,88.182843
2024-02-25,Бодайбинский район,8.964136
2024-02-25,Боханский район,10.236253
2024-02-25,Заларинский район,1.338902
2024-02-25,Зиминский район,21.098276
2024-02-25,Иркутский район,147.903804
2024-02-25,Казачинско-Ленский район,11.478070
2024-02-25,Куйтунский район,3.660808
2024-02-25,Левый берег,287.948120
2024-02-25,МО Саянск,25.158903
2024-02-25,Ольхонский район,9.867856
2024-02-25,Осинский район,4.262223
2024-02-25,Правый берег,235.352072
2024-02-25,Слюдянский район,22.684431
2024-02-25,Тулунский район,27.705180
2024-02-25,Усольский район,67.928094
2024-02-25,Черемховский район,36.446039
2024-02-25,Шелеховский район,47.636067
2024-02-25,Эхирит-Булагатский район,7.608296
2024-02-26,Аларский район,11.377750
2024-02-26,Ангарский ГО,187.105239
2024-02-26,Балаганский район,4.511290
2024-02-26,Баяндаевский район,12.248118
2024-02-26,Бодайбинский район,9.629025
2024-02-26,Боханский район,5.204496
2024-02-26,Жигаловский район,6.223559
2024-02-26,Заларинский район,11.588367
2024-02-26,Зиминский район,33.172278
2024-02-26,Иркутский район,174.322923
2024-02-26,Казачинско-Ленский район,10.276760
2024-02-26,Качугский район,7.135652
2024-02-26,Куйтунский район,3.339233
2024-02-26,Левый берег,356.141299
2024-02-26,МО Саянск,29.266236
2024-02-26,Нукутский район,7.964546
2024-02-26,Ольхонский район,4.538084
2024-02-26,Осинский район,8.671041
2024-02-26,Правый берег,281.176369
2024-02-26,Слюдянский район,31.451499
2024-02-26,Тулунский район,42.609811
2024-02-26,Усольский район,83.277064
2024-02-26,Усть-Удинский район,3.204319
2024-02-26,Черемховский район,43.323256
2024-02-26,Шелеховский район,53.552245
2024-02-26,Эхирит-Булагатский район,15.452222
2024-02-27,Аларский район,10.113303
2024-02-27,Ангарский ГО,168.936299
2024-02-27,Баяндаевский район,10.267430
2024-02-27,Бодайбинский район,9.800252
2024-02-27,Боханский район,3.758500
2024-02-27,Жигаловский район,5.570524
2024-02-27,Заларинский район,11.528362
2024-02-27,Зиминский район,32.190907
2024-02-27,Иркутский район,130.872929
2024-02-27,Казачинско-Ленский район,13.935297
2024-02-27,Качугский район,3.068703
2024-02-27,Куйтунский район,5.772784
2024-02-27,Левый берег,303.353459
2024-02-27,МО Саянск,21.959235
2024-02-27,Нукутский район,0.854565
2024-02-27,Ольхонский район,5.529062
2024-02-27,Осинский район,5.329644
2024-02-27,Правый берег,261.685377
2024-02-27,Слюдянский район,25.524133
2024-02-27,Тулунский район,45.869672
2024-02-27,Усольский район,76.746537
2024-02-27,Усть-Удинский район,3.144215
2024-02-27,Черемховский район,38.431992
2024-02-27,Шелеховский район,39.964619
2024-02-27,Эхирит-Булагатский район,13.398082
2024-02-28,Аларский район,6.287557
2024-02-28,Ангарский ГО,157.409410
2024-02-28,Балаганский район,3.305575
2024-02-28,Баяндаевский район,13.824633
2024-02-28,Бодайбинский район,9.030849
2024-02-28,Боханский район,2.833446
2024-02-28,Жигаловский район,4.975143
2024-02-28,Заларинский район,16.970271
2024-02-28,Зиминский район,25.069772
2024-02-28,Иркутский район,143.151201
2024-02-28,Казачинско-Ленский район,9.542805
2024-02-28,Качугский район,5.111390
2024-02-28,Куйтунский район,4.932440
2024-02-28,Левый берег,313.373541
2024-02-28,МО Саянск,27.848313
2024-02-28,Нукутский район,7.848040
2024-02-28,Ольхонский район,11.036337
2024-02-28,Осинский район,8.487248
2024-02-28,Правый берег,271.931242
2024-02-28,Слюдянский район,27.949282
2024-02-28,Тулунский район,46.797357
2024-02-28,Усольский район,70.241501
2024-02-28,Усть-Удинский район,3.197913
2024-02-28,Черемховский район,60.485385
2024-02-28,Шелеховский район,50.013556
2024-02-28,Эхирит-Булагатский район,16.868416
2024-02-29,Аларский район,4.395704
2024-02-29,Ангарский ГО,158.443063
2024-02-29,Баяндаевский район,10.262758
2024-02-29,Бодайбинский район,9.431873
2024-02-29,Боханский район,1.344259
2024-02-29,Жигаловский район,4.517510
2024-02-29,Заларинский район,10.510360
2024-02-29,Зиминский район,27.204632
2024-02-29,Иркутский район,123.414601
2024-02-29,Казачинско-Ленский район,12.658654
2024-02-29,Качугский район,3.294668
2024-02-29,Куйтунский район,6.486844
2024-02-29,Левый берег,303.852379
2024-02-29,МО Саянск,21.490922
2024-02-29,Ольхонский район,3.473575
2024-02-29,Осинский район,7.420124
2024-02-29,Правый берег,254.142318
2024-02-29,Слюдянский район,25.110363
2024-02-29,Тулунский район,40.845872
2024-02-29,Усольский район,67.260186
2024-02-29,Усть-Удинский район,2.863456
2024-02-29,Черемховский район,51.589047
2024-02-29,Шелеховский район,43.656148
2024-02-29,Эхирит-Булагатский район,14.548756
2024-03-01,Аларский район,3.605317
2024-03-01,Ангарский ГО,195.122775
2024-03-01,Балаганский район,3.831856
2024-03-01,Баяндаевский район,6.594246
2024-03-01,Бодайбинский район,8.535087
2024-03-01,Боханский район,4.018858
2024-03-01,Жигаловский район,6.216138
2024-03-01,Заларинский район,8.421119
2024-03-01,Зиминский район,28.328855
2024-03-01,Иркутский район,166.429492
2024-03-01,Казачинско-Ленский район,11.900214
2024-03-01,Качугский район,5.776124
2024-03-01,Куйтунский район,6.139177
2024-03-01,Левый берег,322.535887
2024-03-01,МО Саянск,27.792231
2024-03-01,Нукутский район,6.467264
2024-03-01,Осинский район,6.415361
2024-03-01,Правый берег,282.295840
2024-03-01,Слюдянский район,29.784382
2024-03-01,Тулунский район,40.916548
2024-03-01,Усольский район,84.562100
2024-03-01,Усть-Удинский район,3.646674
2024-03-01,Черемховский район,48.747329
2024-03-01,Шелеховский район,48.754674
2024-03-01,Эхирит-Булагатский район,12.078469
2024-03-02,Аларский район,2.959641
2024-03-02,Ангарский ГО,95.630623
2024-03-02,Баяндаевский район,6.488559
2024-03-02,Бодайбинский район,8.944204
2024-03-02,Боханский район,3.097114
2024-03-02,Заларинский район,4.704084
2024-03-02,Зиминский район,28.678387
2024-03-02,Иркутский район,136.689571
2024-03-02,Казачинско-Ленский район,9.597004
2024-03-02,Качугский район,2.152727
2024-03-02,Куйтунский район,5.841592
2024-03-02,Левый берег,290.950225
2024-03-02,МО Саянск,20.700104
2024-03-02,Ольхонский район,8.710072
2024-03-02,Осинский район,6.927340
2024-03-02,Правый берег,244.508719
2024-03-02,Слюдянский район,21.898943
2024-03-02,Тулунский район,35.208441
2024-03-02,Усольский район,68.691217
2024-03-02,Усть-Удинский район,2.074240
2024-03-02,Черемховский район,37.931758
2024-03-02,Шелеховский район,42.408175
2024-03-02,Эхирит-Булагатский район,13.417532
2024-03-03,Аларский район,10.007056
2024-03-03,Ангарский ГО,92.512108
2024-03-03,Бодайбинский район,7.764366
2024-03-03,Боханский район,12.522959
2024-03-03,Заларинский район,0.969040
2024-03-03,Зиминский район,19.609798
2024-03-03,Иркутский район,145.727204
2024-03-03,Казачинско-Ленский район,11.674265
2024-03-03,Качугский район,3.164898
2024-03-03,Куйтунский район,5.513993
2024-03-03,Левый берег,301.014853
2024-03-03,МО Саянск,22.206061
2024-03-03,Ольхонский район,2.750013
2024-03-03,Осинский район,3.200798
2024-03-03,Правый берег,237.101585
2024-03-03,Слюдянский район,23.005276
2024-03-03,Тулунский район,35.370234
2024-03-03,Усольский район,70.450185
2024-03-03,Черемховский район,29.104484
2024-03-03,Шелеховский район,46.893123
2024-03-03,Эхирит-Булагатский район,13.512311
2024-03-04,Аларский район,4.729730
2024-03-04,Ангарский ГО,184.654294
2024-03-04,Балаганский район,4.399172
2024-03-04,Баяндаевский район,11.702038
2024-03-04,Бодайбинский район,11.555625
2024-03-04,Боханский район,6.441280
2024-03-04,Жигаловский район,6.265405
2024-03-04,Заларинский район,9.975757
2024-03-04,Зиминский район,30.846792
2024-03-04,Иркутский район,185.658970
2024-03-04,Казачинско-Ленский район,10.311567
2024-03-04,Качугский район,6.488231
2024-03-04,Куйтунский район,4.154261
2024-03-04,Левый берег,357.804008
2024-03-04,МО Саянск,25.927852
2024-03-04,Нукутский район,5.614309
2024-03-04,Ольхонский район,3.439953
2024-03-04,Осинский район,10.202726
2024-03-04,Правый берег,289.665915
2024-03-04,Слюдянский район,31.773284
2024-03-04,Тулунский район,48.615638
2024-03-04,Усольский район,90.991654
2024-03-04,Усть-Удинский район,2.282404
2024-03-04,Черемховский район,41.602605
2024-03-04,Шелеховский район,57.015169
2024-03-04,Эхирит-Булагатский район,18.942236
2024-03-05,Аларский район,7.291350
2024-03-05,Ангарский ГО,170.510969
2024-03-05,Баяндаевский район,11.419104
2024-03-05,Бодайбинский район,10.355043
2024-03-05,Боханский район,3.272082
2024-03-05,Жигаловский район,5.838839
2024-03-05,Заларинский район,12.945240
2024-03-05,Зиминский район,31.543133
2024-03-05,Иркутский район,139.989988
2024-03-05,Казачинско-Ленский район,9.641792
2024-03-05,Куйтунский район,4.723074
2024-03-05,Левый берег,323.218210
2024-03-05,МО Саянск,23.743769
2024-03-05,Ольхонский район,7.171558
2024-03-05,Осинский район,4.985616
2024-03-05,Правый берег,263.831901
2024-03-05,Слюдянский район,25.258007
2024-03-05,Тулунский район,46.750101
2024-03-05,Усольский район,83.325436
2024-03-05,Усть-Удинский район,8.131550
2024-03-05,Черемховский район,38.691862
2024-03-05,Шелеховский район,42.488012
2024-03-05,Эхирит-Булагатский район,13.799953
2024-03-06,Аларский район,4.514718
2024-03-06,Ангарский ГО,149.840548
2024-03-06,Балаганский район,5.376269
2024-03-06,Баяндаевский район,11.688125
2024-03-06,Бодайбинский район,7.515278
2024-03-06,Боханский район,3.358784
2024-03-06,Жигаловский район,4.976396
2024-03-06,Заларинский район,15.201057
2024-03-06,Зиминский район,21.300876
2024-03-06,Иркутский район,156.095104
2024-03-06,Казачинско-Ленский район,12.601570
2024-03-06,Качугский район,5.287034
2024-03-06,Куйтунский район,4.886102
2024-03-06,Левый берег,327.346509
2024-03-06,МО Саянск,25.245464
2024-03-06,Нукутский район,7.129437
2024-03-06,Ольхонский район,5.943022
2024-03-06,Осинский район,9.558696
2024-03-06,Правый берег,268.317460
2024-03-06,Слюдянский район,28.188266
2024-03-06,Тулунский район,44.198946
2024-03-06,Усольский район,83.012673
2024-03-06,Усть-Удинский район,1.233717
2024-03-06,Черемховский район,61.457260
2024-03-06,Шелеховский район,57.607260
2024-03-06,Эхирит-Булагатский район,14.178351
2024-03-07,Аларский район,9.028139
2024-03-07,Ангарский ГО,169.357310
2024-03-07,Баяндаевский район,13.845901
2024-03-07,Бодайбинский район,9.879655
2024-03-07,Боханский район,2.912852
2024-03-07,Жигаловский район,4.675867
2024-03-07,Заларинский район,3.483111
2024-03-07,Зиминский район,25.828084
2024-03-07,Иркутский район,136.010808
2024-03-07,Казачинско-Ленский район,8.880054
2024-03-07,Качугский район,4.406472
2024-03-07,Куйтунский район,6.944548
2024-03-07,Левый берег,313.565826
2024-03-07,МО Саянск,22.753749
2024-03-07,Нукутский район,3.756262
2024-03-07,Ольхонский район,5.547215
2024-03-07,Осинский район,4.726552
2024-03-07,Правый берег,260.930144
2024-03-07,Слюдянский район,21.486077
2024-03-07,Тулунский район,41.877638
2024-03-07,Усольский район,79.410202
2024-03-07,Усть-Удинский район,0.896338
2024-03-07,Черемховский район,50.588247
2024-03-07,Шелеховский район,41.136617
2024-03-07,Эхирит-Булагатский район,13.706807
2024-03-08,Аларский район,5.130827
2024-03-08,Ангарский ГО,175.258034
2024-03-08,Балаганский район,3.529648
2024-03-08,Бодайбинский район,8.813128
2024-03-08,Боханский район,5.020840
2024-03-08,Жигаловский район,5.711735
2024-03-08,Заларинский район,7.810255
2024-03-08,Зиминский район,27.215225
2024-03-08,Иркутский район,170.246913
2024-03-08,Казачинско-Ленский район,9.818659
2024-03-08,Куйтунский район,6.083985
2024-03-08,Левый берег,322.651430
2024-03-08,МО Саянск,28.372468
2024-03-08,Ольхонский район,7.162525
2024-03-08,Осинский район,8.573073
2024-03-08,Правый берег,280.589738
2024-03-08,Слюдянский район,31.358500
2024-03-08,Тулунский район,40.303659
2024-03-08,Усольский район,89.045689
2024-03-08,Усть-Удинский район,2.237389
2024-03-08,Черемховский район,47.298828
2024-03-08,Шелеховский район,53.807045
2024-03-08,Эхирит-Булагатский район,16.724657
2024-03-09,Аларский район,2.989167
2024-03-09,Ангарский ГО,98.993074
2024-03-09,Бодайбинский район,10.771120
2024-03-09,Боханский район,3.592489
2024-03-09,Заларинский район,4.269006
2024-03-09,Зиминский район,34.374749
2024-03-09,Иркутский район,148.198650
2024-03-09,Казачинско-Ленский район,11.150560
2024-03-09,Качугский район,6.665267
2024-03-09,Куйтунский район,7.696576
2024-03-09,Левый берег,308.388108
2024-03-09,МО Саянск,21.288838
2024-03-09,Осинский район,5.707137
2024-03-09,Правый берег,249.517514
2024-03-09,Слюдянский район,21.575043
2024-03-09,Тулунский район,38.161807
2024-03-09,Усольский район,69.565031
2024-03-09,Черемховский район,40.533817
2024-03-09,Шелеховский район,43.586805
2024-03-09,Эхирит-Булагатский район,12.929389
2024-03-10,Аларский район,7.537289
2024-03-10,Ангарский ГО,93.833413
2024-03-10,Бодайбинский район,7.923322
2024-03-10,Боханский район,11.950943
2024-03-10,Заларинский район,8.357161
2024-03-10,Зиминский район,20.684965
