date,district,actual_m3
2024-09-24,МО Саянск,24.542266
2024-09-24,Нукутский район,3.485803
2024-09-24,Ольхонский район,8.894931
2024-09-24,Осинский район,13.447692
2024-09-24,Правый берег,275.343195
2024-09-24,Слюдянский район,29.207590
2024-09-24,Тулунский район,58.209844
2024-09-24,Усольский район,119.762331
2024-09-24,Усть-Удинский район,7.180880
2024-09-24,Черемховский район,44.477243
2024-09-24,Шелеховский район,60.957716
2024-09-24,Эхирит-Булагатский район,18.062472
2024-09-25,Аларский район,8.596721
2024-09-25,Ангарский ГО,163.301354
2024-09-25,Балаганский район,4.340895
2024-09-25,Баяндаевский район,14.664375
2024-09-25,Бодайбинский район,12.321120
2024-09-25,Боханский район,4.448760
2024-09-25,Жигаловский район,6.849053
2024-09-25,Заларинский район,14.174189
2024-09-25,Зиминский район,36.723317
2024-09-25,Иркутский район,175.874000
2024-09-25,Казачинско-Ленский район,13.754340
2024-09-25,Качугский район,6.892025
2024-09-25,Куйтунский район,7.465156
2024-09-25,Левый берег,358.585276
2024-09-25,МО Саянск,34.658137
2024-09-25,Нукутский район,13.001229
2024-09-25,Ольхонский район,7.909692
2024-09-25,Осинский район,16.925085
2024-09-25,Правый берег,304.759050
2024-09-25,Слюдянский район,36.196134
2024-09-25,Тулунский район,53.875297
2024-09-25,Усольский район,109.318910
2024-09-25,Усть-Удинский район,3.625188
2024-09-25,Черемховский район,68.402497
2024-09-25,Шелеховский район,68.845025
2024-09-25,Эхирит-Булагатский район,28.077562
2024-09-26,Аларский район,12.505412
2024-09-26,Ангарский ГО,187.651958
2024-09-26,Баяндаевский район,10.735851
2024-09-26,Бодайбинский район,10.570674
2024-09-26,Боханский район,7.893402
2024-09-26,Жигаловский район,5.552548
2024-09-26,Заларинский район,14.311070
2024-09-26,Зиминский район,39.609581
2024-09-26,Иркутский район,203.511902
2024-09-26,Казачинско-Ленский район,11.007828
2024-09-26,Качугский район,4.793665
2024-09-26,Куйтунский район,16.857772
2024-09-26,Левый берег,353.709028
2024-09-26,МО Саянск,23.831292
2024-09-26,Ольхонский район,9.753657
2024-09-26,Осинский район,12.446425
2024-09-26,Правый берег,275.965016
2024-09-26,Слюдянский район,38.055750
2024-09-26,Тулунский район,60.393246
2024-09-26,Усольский район,112.416750
2024-09-26,Усть-Удинский район,5.041481
2024-09-26,Черемховский район,59.868599
2024-09-26,Шелеховский район,61.474812
2024-09-26,Эхирит-Булагатский район,17.536577
2024-09-27,Аларский район,13.378173
2024-09-27,Ангарский ГО,208.978782
2024-09-27,Балаганский район,4.488961
2024-09-27,Баяндаевский район,8.521071
2024-09-27,Бодайбинский район,7.106549
2024-09-27,Боханский район,6.798310
2024-09-27,Жигаловский район,7.343992
2024-09-27,Заларинский район,8.573176
2024-09-27,Зиминский район,37.382218
2024-09-27,Иркутский район,199.076876
2024-09-27,Казачинско-Ленский район,12.067745
2024-09-27,Качугский район,6.606285
2024-09-27,Куйтунский район,8.744757
2024-09-27,Левый берег,367.548631
2024-09-27,МО Саянск,34.316355
2024-09-27,Нукутский район,11.408762
2024-09-27,Ольхонский район,10.927933
2024-09-27,Осинский район,10.776595
2024-09-27,Правый берег,305.561653
2024-09-27,Слюдянский район,29.056618
2024-09-27,Тулунский район,62.728560
2024-09-27,Усольский район,114.032738
2024-09-27,Усть-Удинский район,3.164746
2024-09-27,Черемховский район,64.434229
2024-09-27,Шелеховский район,67.352938
2024-09-27,Эхирит-Булагатский район,18.194403
2024-09-28,Аларский район,12.001019
2024-09-28,Ангарский ГО,104.777638
2024-09-28,Баяндаевский район,14.592340
2024-09-28,Бодайбинский район,9.053643
2024-09-28,Боханский район,4.880031
2024-09-28,Заларинский район,5.538614
2024-09-28,Зиминский район,46.865226
2024-09-28,Иркутский район,167.164780
2024-09-28,Казачинско-Ленский район,12.911464
2024-09-28,Качугский район,3.435004
2024-09-28,Куйтунский район,10.893248
2024-09-28,Левый берег,325.308942
2024-09-28,МО Саянск,23.240676
2024-09-28,Ольхонский район,11.148403
2024-09-28,Осинский район,11.448285
2024-09-28,Правый берег,262.324027
2024-09-28,Слюдянский район,23.553924
2024-09-28,Тулунский район,56.702684
2024-09-28,Усольский район,89.633316
2024-09-28,Усть-Удинский район,3.528834
2024-09-28,Черемховский район,46.528315
2024-09-28,Шелеховский район,40.710399
2024-09-28,Эхирит-Булагатский район,15.898272
2024-09-29,Аларский район,8.392897
2024-09-29,Ангарский ГО,107.644307
2024-09-29,Бодайбинский район,9.394447
2024-09-29,Боханский район,13.243251
2024-09-29,Заларинский район,14.037937
2024-09-29,Зиминский район,29.545296
2024-09-29,Иркутский район,174.218003
2024-09-29,Казачинско-Ленский район,15.626397
2024-09-29,Качугский район,10.998066
2024-09-29,Куйтунский район,11.244087
2024-09-29,Левый берег,321.736339
2024-09-29,МО Саянск,26.218241
2024-09-29,Ольхонский район,6.777351
2024-09-29,Осинский район,5.227318
2024-09-29,Правый берег,263.706868
2024-09-29,Слюдянский район,26.064447
2024-09-29,Тулунский район,46.188430
2024-09-29,Усольский район,94.154754
2024-09-29,Черемховский район,40.895253
2024-09-29,Шелеховский район,68.061037
2024-09-29,Эхирит-Булагатский район,12.505205
2024-09-30,Аларский район,10.032718
2024-09-30,Ангарский ГО,185.267641
2024-09-30,Балаганский район,5.821700
2024-09-30,Баяндаевский район,15.097976
2024-09-30,Бодайбинский район,11.767690
2024-09-30,Боханский район,7.135625
2024-09-30,Жигаловский район,7.517765
2024-09-30,Заларинский район,5.084086
2024-09-30,Зиминский район,42.500629
2024-09-30,Иркутский район,217.042355
2024-09-30,Казачинско-Ленский район,11.149084
2024-09-30,Качугский район,4.957396
2024-09-30,Куйтунский район,7.462578
2024-09-30,Левый берег,370.766491
2024-09-30,МО Саянск,31.668270
2024-09-30,Нукутский район,8.880778
2024-09-30,Ольхонский район,6.326095
2024-09-30,Осинский район,15.573858
2024-09-30,Правый берег,304.456831
2024-09-30,Слюдянский район,36.620340
2024-09-30,Тулунский район,65.258911
2024-09-30,Усольский район,126.477301
2024-09-30,Усть-Удинский район,3.226155
2024-09-30,Черемховский район,38.189177
2024-09-30,Шелеховский район,62.771815
2024-09-30,Эхирит-Булагатский район,19.293653
2024-10-01,Аларский район,18.431382
2024-10-01,Ангарский ГО,186.364048
2024-10-01,Баяндаевский район,10.452744
2024-10-01,Бодайбинский район,10.357867
2024-10-01,Боханский район,6.415035
2024-10-01,Жигаловский район,6.677431
2024-10-01,Заларинский район,4.225872
2024-10-01,Зиминский район,42.347152
2024-10-01,Иркутский район,208.670969
2024-10-01,Казачинско-Ленский район,14.859382
2024-10-01,Куйтунский район,8.589234
2024-10-01,Левый берег,337.464547
2024-10-01,МО Саянск,24.493463
2024-10-01,Нукутский район,3.485803
2024-10-01,Ольхонский район,5.784695
2024-10-01,Осинский район,10.419964
2024-10-01,Правый берег,289.564561
2024-10-01,Слюдянский район,30.133928
2024-10-01,Тулунский район,57.682492
2024-10-01,Усольский район,113.008374
2024-10-01,Усть-Удинский район,6.235061
2024-10-01,Черемховский район,48.402058
2024-10-01,Шелеховский район,61.859530
2024-10-01,Эхирит-Булагатский район,21.609245
2024-10-02,Аларский район,8.378884
2024-10-02,Ангарский ГО,169.528663
2024-10-02,Балаганский район,3.599527
2024-10-02,Баяндаевский район,14.762790
2024-10-02,Бодайбинский район,9.217673
2024-10-02,Боханский район,3.770078
2024-10-02,Жигаловский район,6.531504
2024-10-02,Заларинский район,15.334009
2024-10-02,Зиминский район,38.294067
2024-10-02,Иркутский район,193.132358
2024-10-02,Казачинско-Ленский район,13.670419
2024-10-02,Качугский район,9.928339
2024-10-02,Куйтунский район,6.119623
2024-10-02,Левый берег,364.017603
2024-10-02,МО Саянск,33.629603
2024-10-02,Нукутский район,13.364004
2024-10-02,Ольхонский район,6.491990
2024-10-02,Осинский район,12.698678
2024-10-02,Правый берег,309.420191
2024-10-02,Слюдянский район,36.584693
2024-10-02,Тулунский район,61.633251
2024-10-02,Усольский район,107.121907
2024-10-02,Усть-Удинский район,1.724387
2024-10-02,Черемховский район,79.045399
2024-10-02,Шелеховский район,59.012503
2024-10-02,Эхирит-Булагатский район,20.443814
2024-10-03,Аларский район,12.588446
2024-10-03,Ангарский ГО,172.792769
2024-10-03,Балаганский район,4.823549
2024-10-03,Баяндаевский район,14.747955
2024-10-03,Бодайбинский район,10.288458
2024-10-03,Боханский район,8.571512
2024-10-03,Жигаловский район,5.552869
2024-10-03,Заларинский район,13.458939
2024-10-03,Зиминский район,40.515475
2024-10-03,Иркутский район,199.882644
2024-10-03,Казачинско-Ленский район,16.152043
2024-10-03,Качугский район,4.603217
2024-10-03,Куйтунский район,14.365875
2024-10-03,Левый берег,361.652701
2024-10-03,МО Саянск,24.334794
2024-10-03,Ольхонский район,7.089885
2024-10-03,Осинский район,9.547514
2024-10-03,Правый берег,271.683604
2024-10-03,Слюдянский район,27.281283
2024-10-03,Тулунский район,57.046953
2024-10-03,Усольский район,100.071850
2024-10-03,Усть-Удинский район,3.972486
2024-10-03,Черемховский район,56.453563
2024-10-03,Шелеховский район,65.433214
2024-10-03,Эхирит-Булагатский район,16.060205
2024-10-04,Аларский район,9.288467
2024-10-04,Ангарский ГО,207.124615
2024-10-04,Баяндаевский район,12.472045
2024-10-04,Бодайбинский район,6.759947
2024-10-04,Боханский район,7.208478
2024-10-04,Жигаловский район,7.244238
2024-10-04,Заларинский район,11.720570
2024-10-04,Зиминский район,36.761634
2024-10-04,Иркутский район,194.272399
2024-10-04,Казачинско-Ленский район,9.740366
2024-10-04,Качугский район,7.876030
2024-10-04,Куйтунский район,8.520489
2024-10-04,Левый берег,366.649777
2024-10-04,МО Саянск,33.303808
2024-10-04,Нукутский район,10.720635
2024-10-04,Ольхонский район,8.822715
2024-10-04,Осинский район,11.214100
2024-10-04,Правый берег,283.968858
2024-10-04,Слюдянский район,28.427038
2024-10-04,Тулунский район,59.347098
2024-10-04,Усольский район,111.227409
2024-10-04,Усть-Удинский район,4.181226
2024-10-04,Черемховский район,60.357683
2024-10-04,Шелеховский район,50.026927
2024-10-04,Эхирит-Булагатский район,13.603309
2024-10-05,Аларский район,8.185371
2024-10-05,Ангарский ГО,113.975618
2024-10-05,Баяндаевский район,12.334792
2024-10-05,Бодайбинский район,9.714339
2024-10-05,Боханский район,4.974621
2024-10-05,Заларинский район,1.064996
2024-10-05,Зиминский район,48.620058
2024-10-05,Иркутский район,179.015340
2024-10-05,Казачинско-Ленский район,15.977326
2024-10-05,Качугский район,2.974757
2024-10-05,Куйтунский район,6.014630
2024-10-05,Левый берег,327.837358
2024-10-05,МО Саянск,22.577008
2024-10-05,Ольхонский район,3.603376
2024-10-05,Осинский район,8.601665
2024-10-05,Правый берег,271.212096
2024-10-05,Слюдянский район,27.004264
2024-10-05,Тулунский район,46.777393
2024-10-05,Усольский район,101.799589
2024-10-05,Усть-Удинский район,2.995596
2024-10-05,Черемховский район,45.763216
2024-10-05,Шелеховский район,59.926046
2024-10-05,Эхирит-Булагатский район,11.383865
2024-10-06,Аларский район,7.608686
2024-10-06,Ангарский ГО,111.929947
2024-10-06,Бодайбинский район,9.177311
2024-10-06,Боханский район,15.193400
2024-10-06,Заларинский район,13.046865
2024-10-06,Зиминский район,25.552125
2024-10-06,Иркутский район,184.841257
2024-10-06,Казачинско-Ленский район,13.913873
2024-10-06,Качугский район,7.535150
2024-10-06,Куйтунский район,15.546917
2024-10-06,Левый берег,334.029644
2024-10-06,МО Саянск,26.124035
2024-10-06,Ольхонский район,13.105278
2024-10-06,Осинский район,7.860111
2024-10-06,Правый берег,266.918990
2024-10-06,Слюдянский район,30.995570
2024-10-06,Тулунский район,52.481699
2024-10-06,Усольский район,100.692423
2024-10-06,Черемховский район,41.445092
2024-10-06,Шелеховский район,68.063478
2024-10-06,Эхирит-Булагатский район,11.862181
2024-10-07,Аларский район,14.210550
2024-10-07,Ангарский ГО,199.399087
2024-10-07,Балаганский район,4.829563
2024-10-07,Баяндаевский район,14.293961
2024-10-07,Бодайбинский район,9.613466
2024-10-07,Боханский район,7.803527
2024-10-07,Жигаловский район,7.513207
2024-10-07,Заларинский район,11.572654
2024-10-07,Зиминский район,39.361801
2024-10-07,Иркутский район,219.037983
2024-10-07,Казачинско-Ленский район,10.972760
2024-10-07,Качугский район,5.251325
2024-10-07,Куйтунский район,7.939088
2024-10-07,Левый берег,388.542285
2024-10-07,МО Саянск,32.802490
2024-10-07,Нукутский район,9.605891
2024-10-07,Ольхонский район,9.252800
2024-10-07,Осинский район,14.818922
2024-10-07,Правый берег,303.174885
2024-10-07,Слюдянский район,37.595822
2024-10-07,Тулунский район,70.434147
2024-10-07,Усольский район,121.201733
2024-10-07,Усть-Удинский район,3.962168
2024-10-07,Черемховский район,51.293661
2024-10-07,Шелеховский район,54.612966
2024-10-07,Эхирит-Булагатский район,19.570777
2024-10-08,Аларский район,21.770592
2024-10-08,Ангарский ГО,183.492083
2024-10-08,Балаганский район,4.581845
2024-10-08,Бодайбинский район,10.925224
2024-10-08,Боханский район,6.406153
2024-10-08,Жигаловский район,6.245610
2024-10-08,Заларинский район,8.206277
2024-10-08,Зиминский район,44.316199
2024-10-08,Иркутский район,211.288828
2024-10-08,Казачинско-Ленский район,17.542329
2024-10-08,Куйтунский район,7.996029
2024-10-08,Левый берег,349.397569
2024-10-08,МО Саянск,24.718024
2024-10-08,Нукутский район,3.485803
2024-10-08,Ольхонский район,8.110553
2024-10-08,Осинский район,9.609181
2024-10-08,Правый берег,290.173432
2024-10-08,Слюдянский район,32.425866
2024-10-08,Тулунский район,62.828849
2024-10-08,Усольский район,113.125336
2024-10-08,Усть-Удинский район,8.098703
2024-10-08,Черемховский район,47.978310
2024-10-08,Шелеховский район,75.518497
2024-10-08,Эхирит-Булагатский район,21.189735
2024-10-09,Аларский район,6.673909
2024-10-09,Ангарский ГО,170.684268
2024-10-09,Балаганский район,3.070857
2024-10-09,Баяндаевский район,13.030072
2024-10-09,Бодайбинский район,8.158159
2024-10-09,Боханский район,4.104859
2024-10-09,Жигаловский район,6.533022
2024-10-09,Заларинский район,13.628368
2024-10-09,Зиминский район,42.846541
2024-10-09,Иркутский район,189.151747
2024-10-09,Казачинско-Ленский район,12.698757
2024-10-09,Качугский район,9.367639
2024-10-09,Куйтунский район,6.234507
2024-10-09,Левый берег,379.919993
2024-10-09,МО Саянск,33.614092
2024-10-09,Нукутский район,9.969492
2024-10-09,Ольхонский район,5.614758
2024-10-09,Осинский район,13.582397
2024-10-09,Правый берег,294.838170
2024-10-09,Слюдянский район,29.745859
2024-10-09,Тулунский район,59.796282
2024-10-09,Усольский район,108.709216
2024-10-09,Усть-Удинский район,2.976547
2024-10-09,Черемховский район,74.978188
2024-10-09,Шелеховский район,48.212243
2024-10-09,Эхирит-Булагатский район,21.866453
2024-10-10,Аларский район,8.785875
2024-10-10,Ангарский ГО,178.549422
2024-10-10,Балаганский район,3.544368
2024-10-10,Баяндаевский район,14.861403
2024-10-10,Бодайбинский район,9.994177
2024-10-10,Боханский район,8.111091
2024-10-10,Жигаловский район,6.059164
2024-10-10,Заларинский район,7.832488
2024-10-10,Зиминский район,38.355230
2024-10-10,Иркутский район,165.285056
2024-10-10,Казачинско-Ленский район,16.937786
2024-10-10,Качугский район,4.921226
2024-10-10,Куйтунский район,14.064848
2024-10-10,Левый берег,345.461226
2024-10-10,МО Саянск,23.886621
2024-10-10,Ольхонский район,5.563792
2024-10-10,Осинский район,11.103770
2024-10-10,Правый берег,274.064202
2024-10-10,Слюдянский район,33.067565
2024-10-10,Тулунский район,53.087527
2024-10-10,Усольский район,119.331847
2024-10-10,Усть-Удинский район,1.910566
2024-10-10,Черемховский район,64.532750
2024-10-10,Шелеховский район,77.609627
2024-10-10,Эхирит-Булагатский район,14.778578
2024-10-11,Аларский район,10.463120
2024-10-11,Ангарский ГО,211.080117
2024-10-11,Балаганский район,4.598219
2024-10-11,Баяндаевский район,8.727653
2024-10-11,Бодайбинский район,7.217565
2024-10-11,Боханский район,5.462844
2024-10-11,Жигаловский район,7.136145
2024-10-11,Заларинский район,9.265970
2024-10-11,Зиминский район,33.438311
2024-10-11,Иркутский район,211.235051
2024-10-11,Казачинско-Ленский район,10.451842
2024-10-11,Качугский район,9.574328
2024-10-11,Куйтунский район,12.027766
2024-10-11,Левый берег,344.479160
2024-10-11,МО Саянск,33.302665
2024-10-11,Нукутский район,10.948853
2024-10-11,Ольхонский район,10.992913
2024-10-11,Осинский район,10.277493
2024-10-11,Правый берег,303.046798
2024-10-11,Слюдянский район,31.817968
2024-10-11,Тулунский район,55.240256
2024-10-11,Усольский район,110.762506
2024-10-11,Усть-Удинский район,5.391645
2024-10-11,Черемховский район,67.933140
2024-10-11,Шелеховский район,59.035987
2024-10-11,Эхирит-Булагатский район,14.032125
2024-10-12,Аларский район,11.350277
2024-10-12,Ангарский ГО,115.510621
2024-10-12,Бодайбинский район,8.854676
2024-10-12,Боханский район,4.428890
2024-10-12,Заларинский район,7.065739
2024-10-12,Зиминский район,45.204590
2024-10-12,Иркутский район,184.691119
2024-10-12,Казачинско-Ленский район,15.370096
2024-10-12,Куйтунский район,10.482326
2024-10-12,Левый берег,333.314086
2024-10-12,МО Саянск,23.095886
2024-10-12,Ольхонский район,8.515389
2024-10-12,Осинский район,12.400219
2024-10-12,Правый берег,271.383123
2024-10-12,Слюдянский район,24.947627
2024-10-12,Тулунский район,63.297657
2024-10-12,Усольский район,97.949581
2024-10-12,Усть-Удинский район,2.770787
2024-10-12,Черемховский район,46.752435
2024-10-12,Шелеховский район,50.002498
2024-10-12,Эхирит-Булагатский район,11.586314
2024-10-13,Аларский район,6.026649
2024-10-13,Ангарский ГО,103.870991
2024-10-13,Бодайбинский район,8.627467
2024-10-13,Боханский район,15.144223
2024-10-13,Заларинский район,5.719310
2024-10-13,Зиминский район,24.417134
2024-10-13,Иркутский район,189.525611
2024-10-13,Казачинско-Ленский район,14.031575
2024-10-13,Качугский район,6.278883
2024-10-13,Куйтунский район,11.417393
2024-10-13,Левый берег,311.670131
2024-10-13,МО Саянск,25.461579
2024-10-13,Ольхонский район,5.999443
2024-10-13,Осинский район,5.682989
2024-10-13,Правый берег,259.529800
2024-10-13,Слюдянский район,25.990258
2024-10-13,Тулунский район,55.698333
2024-10-13,Усольский район,91.087577
2024-10-13,Черемховский район,40.831814
2024-10-13,Шелеховский район,66.606258
2024-10-13,Эхирит-Булагатский район,11.005103
2024-10-14,Аларский район,14.271016
2024-10-14,Ангарский ГО,187.969481
2024-10-14,Балаганский район,4.907532
2024-10-14,Баяндаевский район,10.591023
2024-10-14,Бодайбинский район,9.106365
2024-10-14,Боханский район,5.891870
2024-10-14,Жигаловский район,6.926660
2024-10-14,Заларинский район,11.963733
2024-10-14,Зиминский район,43.745929
2024-10-14,Иркутский район,205.176547
2024-10-14,Казачинско-Ленский район,11.303194
2024-10-14,Качугский район,4.286655
2024-10-14,Куйтунский район,5.070300
2024-10-14,Левый берег,381.071238
2024-10-14,МО Саянск,32.245716
2024-10-14,Нукутский район,4.822217
2024-10-14,Ольхонский район,8.664945
2024-10-14,Осинский район,10.863029
2024-10-14,Правый берег,312.484425
2024-10-14,Слюдянский район,35.298381
2024-10-14,Тулунский район,62.397297
2024-10-14,Усольский район,115.136812
2024-10-14,Усть-Удинский район,3.146407
2024-10-14,Черемховский район,50.608878
2024-10-14,Шелеховский район,72.068670
2024-10-14,Эхирит-Булагатский район,15.969134
2024-10-15,Аларский район,19.877266
2024-10-15,Ангарский ГО,179.501927
2024-10-15,Балаганский район,3.804725
2024-10-15,Баяндаевский район,11.129123
2024-10-15,Бодайбинский район,11.218141
2024-10-15,Боханский район,5.002901
2024-10-15,Жигаловский район,7.098775
2024-10-15,Заларинский район,12.415566
2024-10-15,Зиминский район,42.982588
2024-10-15,Иркутский район,203.041259
2024-10-15,Казачинско-Ленский район,17.211434
2024-10-15,Качугский район,2.050409
2024-10-15,Куйтунский район,3.907242
2024-10-15,Левый берег,346.063103
2024-10-15,МО Саянск,24.827278
2024-10-15,Нукутский район,3.708524
2024-10-15,Ольхонский район,5.476692
2024-10-15,Осинский район,7.920946
2024-10-15,Правый берег,300.344027
2024-10-15,Слюдянский район,32.015952
2024-10-15,Тулунский район,43.332813
2024-10-15,Усольский район,113.143447
2024-10-15,Усть-Удинский район,5.366957
2024-10-15,Черемховский район,48.902543
2024-10-15,Шелеховский район,46.378566
2024-10-15,Эхирит-Булагатский район,15.910876
2024-10-16,Аларский район,2.388583
2024-10-16,Ангарский ГО,177.221813
2024-10-16,Балаганский район,3.475469
2024-10-16,Баяндаевский район,13.193286
2024-10-16,Бодайбинский район,8.462913
2024-10-16,Боханский район,4.278050
2024-10-16,Жигаловский район,6.638392
2024-10-16,Заларинский район,16.678689
2024-10-16,Зиминский район,33.612191
2024-10-16,Иркутский район,194.310128
2024-10-16,Казачинско-Ленский район,11.616848
2024-10-16,Качугский район,10.237815
2024-10-16,Куйтунский район,6.709104
2024-10-16,Левый берег,417.745374
2024-10-16,МО Саянск,31.081892
2024-10-16,Нукутский район,9.772550
2024-10-16,Ольхонский район,6.324977
2024-10-16,Осинский район,12.736893
2024-10-16,Правый берег,298.216733
2024-10-16,Слюдянский район,27.729264
2024-10-16,Тулунский район,51.600969
2024-10-16,Усольский район,114.163929
2024-10-16,Усть-Удинский район,1.403502
2024-10-16,Черемховский район,68.336383
2024-10-16,Шелеховский район,66.499616
2024-10-16,Эхирит-Булагатский район,19.788184
2024-10-17,Аларский район,14.790587
2024-10-17,Ангарский ГО,183.359877
2024-10-17,Баяндаевский район,10.839737
2024-10-17,Бодайбинский район,8.063618
2024-10-17,Боханский район,7.889147
2024-10-17,Жигаловский район,5.551155
2024-10-17,Заларинский район,12.559312
2024-10-17,Зиминский район,34.267701
2024-10-17,Иркутский район,166.057627
2024-10-17,Казачинско-Ленский район,11.689579
2024-10-17,Качугский район,3.440100
2024-10-17,Куйтунский район,8.660074
2024-10-17,Левый берег,353.274721
2024-10-17,МО Саянск,25.653625
2024-10-17,Нукутский район,1.962136
2024-10-17,Ольхонский район,6.046158
2024-10-17,Осинский район,8.621112
2024-10-17,Правый берег,269.050510
2024-10-17,Слюдянский район,32.086099
2024-10-17,Тулунский район,46.833163
2024-10-17,Усольский район,114.726828
2024-10-17,Усть-Удинский район,3.472655
2024-10-17,Черемховский район,56.181325
2024-10-17,Шелеховский район,63.694496
2024-10-17,Эхирит-Булагатский район,16.065169
2024-10-18,Аларский район,7.114575
2024-10-18,Ангарский ГО,207.256484
2024-10-18,Балаганский район,4.663193
2024-10-18,Бодайбинский район,9.243286
2024-10-18,Боханский район,7.509083
2024-10-18,Жигаловский район,7.189811
2024-10-18,Заларинский район,10.138757
2024-10-18,Зиминский район,32.120606
2024-10-18,Иркутский район,189.790395
2024-10-18,Казачинско-Ленский район,9.424744
2024-10-18,Качугский район,7.754869
2024-10-18,Куйтунский район,7.132586
2024-10-18,Левый берег,373.534438
2024-10-18,МО Саянск,32.605624
2024-10-18,Нукутский район,8.148088
2024-10-18,Ольхонский район,9.780675
2024-10-18,Осинский район,8.780201
2024-10-18,Правый берег,292.270610
2024-10-18,Слюдянский район,29.590415
2024-10-18,Тулунский район,52.553633
2024-10-18,Усольский район,116.359163
2024-10-18,Усть-Удинский район,4.297425
2024-10-18,Черемховский район,61.693423
2024-10-18,Шелеховский район,57.799804
2024-10-18,Эхирит-Булагатский район,14.852893
2024-10-19,Аларский район,14.590482
2024-10-19,Ангарский ГО,113.806716
2024-10-19,Бодайбинский район,10.812155
2024-10-19,Боханский район,6.002730
2024-10-19,Заларинский район,5.538614
2024-10-19,Зиминский район,44.514228
2024-10-19,Иркутский район,173.390741
2024-10-19,Казачинско-Ленский район,12.316499
2024-10-19,Куйтунский район,6.834408
2024-10-19,Левый берег,346.282151
2024-10-19,МО Саянск,23.137259
2024-10-19,Ольхонский район,6.010394
2024-10-19,Осинский район,8.715437
2024-10-19,Правый берег,272.349635
2024-10-19,Слюдянский район,27.840307
2024-10-19,Тулунский район,45.103193
2024-10-19,Усольский район,86.674994
2024-10-19,Черемховский район,40.947687
2024-10-19,Шелеховский район,62.792710
2024-10-19,Эхирит-Булагатский район,11.050629
2024-10-20,Аларский район,9.117605
2024-10-20,Ангарский ГО,105.492232
2024-10-20,Бодайбинский район,11.911514
2024-10-20,Боханский район,11.620231
2024-10-20,Заларинский район,6.063409
2024-10-20,Зиминский район,29.705260
2024-10-20,Иркутский район,201.249509
2024-10-20,Казачинско-Ленский район,13.100305
2024-10-20,Качугский район,7.301236
2024-10-20,Куйтунский район,13.920208
2024-10-20,Левый берег,340.287699
2024-10-20,МО Саянск,26.945420
2024-10-20,Ольхонский район,6.494922
2024-10-20,Осинский район,5.531398
2024-10-20,Правый берег,252.997691
2024-10-20,Слюдянский район,28.744070
2024-10-20,Тулунский район,39.464970
2024-10-20,Усольский район,98.377925
2024-10-20,Черемховский район,40.432575
2024-10-20,Шелеховский район,67.600649
2024-10-20,Эхирит-Булагатский район,12.610181
2024-10-21,Аларский район,10.691744
2024-10-21,Ангарский ГО,181.822142
2024-10-21,Балаганский район,4.993056
2024-10-21,Баяндаевский район,10.605024
2024-10-21,Бодайбинский район,11.169575
2024-10-21,Боханский район,5.400516
2024-10-21,Жигаловский район,7.405969
2024-10-21,Заларинский район,12.130884
2024-10-21,Зиминский район,37.864537
2024-10-21,Иркутский район,201.996138
2024-10-21,Казачинско-Ленский район,9.585159
2024-10-21,Качугский район,5.001299
2024-10-21,Куйтунский район,5.262998
2024-10-21,Левый берег,391.194325
2024-10-21,МО Саянск,32.109294
2024-10-21,Нукутский район,9.206529
2024-10-21,Ольхонский район,4.260081
2024-10-21,Осинский район,11.358976
2024-10-21,Правый берег,308.139851
2024-10-21,Слюдянский район,35.143349
2024-10-21,Тулунский район,57.191485
2024-10-21,Усольский район,117.825054
2024-10-21,Усть-Удинский район,3.793465
2024-10-21,Черемховский район,48.574478
2024-10-21,Шелеховский район,47.871388
2024-10-21,Эхирит-Булагатский район,18.551796
2024-10-22,Аларский район,21.473667
2024-10-22,Ангарский ГО,178.141022
2024-10-22,Баяндаевский район,10.137205
2024-10-22,Бодайбинский район,10.202397
2024-10-22,Боханский район,5.996237
2024-10-22,Жигаловский район,6.133712
2024-10-22,Заларинский район,15.958918
2024-10-22,Зиминский район,44.142655
2024-10-22,Иркутский район,200.670988
2024-10-22,Казачинско-Ленский район,12.744365
2024-10-22,Куйтунский район,8.826188
2024-10-22,Левый берег,352.201029
2024-10-22,МО Саянск,24.723178
2024-10-22,Нукутский район,3.485803
2024-10-22,Ольхонский район,7.220754
2024-10-22,Осинский район,9.592183
2024-10-22,Правый берег,281.874672
2024-10-22,Слюдянский район,26.410586
2024-10-22,Тулунский район,43.614907
2024-10-22,Усольский район,110.361979
2024-10-22,Усть-Удинский район,4.577730
2024-10-22,Черемховский район,43.393512
2024-10-22,Шелеховский район,72.557147
2024-10-22,Эхирит-Булагатский район,18.428936
2024-10-23,Аларский район,8.143787
2024-10-23,Ангарский ГО,173.218752
2024-10-23,Балаганский район,3.280648
2024-10-23,Баяндаевский район,12.825279
2024-10-23,Бодайбинский район,11.625153
2024-10-23,Боханский район,5.795324
2024-10-23,Жигаловский район,6.641073
2024-10-23,Заларинский район,17.946991
2024-10-23,Зиминский район,34.850524
2024-10-23,Иркутский район,212.301287
2024-10-23,Казачинско-Ленский район,12.821277
2024-10-23,Качугский район,9.261650
2024-10-23,Куйтунский район,7.213470
2024-10-23,Левый берег,387.018283
2024-10-23,МО Саянск,33.872564
2024-10-23,Нукутский район,12.549914
2024-10-23,Ольхонский район,7.256902
2024-10-23,Осинский район,11.569619
2024-10-23,Правый берег,296.898610
2024-10-23,Слюдянский район,30.411320
