site_id,WAPE,MAE,days,forecast_total,district
38124040,213.03733088888833,7.794048691056918,123.0,16.392857000000035,Шелеховский район
38112953,209.29973533333344,4.583205883211679,137.0,6.21809499999999,Слюдянский район
38121625,209.25839946666696,20.650499947368424,152.0,17.66326500000001,Черемховский район
38127708,208.5853967999996,5.285102959459463,148.0,6.218094999999989,Иркутский район
38126880,205.34520902777726,1.9453756644736855,152.0,1.3821430000000003,Правый берег
38102296,205.01169896296284,9.10413794736842,152.0,18.629523999999982,Правый берег
38101808,204.30672704761946,7.607165368794334,141.0,16.5,Иркутский район
38102619,202.28698399999982,5.835201461538461,130.0,16.392857000000035,Правый берег
38118095,201.0723106666667,2.0107231066666675,150.0,10.928571,Эхирит-Булагатский район
38115723,199.31250000000034,3.092780172413793,145.0,16.392857000000035,Слюдянский район
38121140,197.25165333333354,4.319379270072994,137.0,49.17857099999997,Аларский район
38112974,196.3639329777784,14.533514776315805,152.0,13.219132999999996,Слюдянский район
38113980,193.36021173333333,5.29270652554745,137.0,6.21809499999999,Правый берег
38122641,192.52513244444435,3.465452384000001,125.0,16.392857000000035,Тулунский район
38118954,192.52343666666647,0.785809945578231,147.0,0.7634690000000017,Иркутский район
38110233,188.08248666666654,4.96696707746479,142.0,6.685000000000015,Слюдянский район
38118684,187.24847893333316,5.4013984307692295,130.0,5.7928570000000015,Иркутский район
38128471,184.1428570666667,4.603571426666676,150.0,6.5571429999999875,Черемховский район
38109538,183.84132266666654,4.754516965517243,145.0,6.218094999999989,Усольский район
38104157,183.10042319999982,4.5172801776315765,152.0,5.464285999999988,Правый берег
38108135,181.59283955555546,5.411707139072845,151.0,8.196428999999988,Тулунский район
38110193,179.2619047999997,4.906803963503651,137.0,6.21809499999999,Слюдянский район
38119156,177.6973546666668,1.825657753424656,146.0,13.114285999999995,Осинский район
38113035,177.58950879999983,4.410335483443706,151.0,5.464285999999988,Слюдянский район
38116312,176.77460319999975,4.910405644444448,135.0,16.392857000000035,Черемховский район
38123109,175.1248679999999,0.9587127810218976,137.0,14.571429000000014,Аларский район
38104042,173.60899466666663,1.957996180451127,133.0,16.392857000000035,Правый берег
38115462,170.00097013333277,4.866439984732821,131.0,16.392857000000035,Ольхонский район
38115735,168.97751333333306,5.550356277372268,137.0,6.218094999999989,Иркутский район
38113431,165.72387566666632,31.0732266875,144.0,39.811224000000124,Черемховский район
38118386,165.53333333333325,0.868181818181818,143.0,16.392857000000035,Куйтунский район
38115105,164.5729166666665,1.690817636986298,146.0,12.294642999999981,Качугский район
38102628,162.97916666666654,7.575088028169022,142.0,9.363907999999995,Правый берег
38119443,162.24523813333343,4.2251364097222215,144.0,5.464285999999988,Шелеховский район
38122920,162.03318903030274,17.589129072368415,152.0,17.276786000000016,Тулунский район
38121015,161.38412666666662,1.793156962962962,135.0,16.392857000000035,Аларский район
38123258,160.7383155555557,0.9517400263157898,152.0,0.8742860000000005,Тулунский район
38127666,159.74285709090918,5.9363899594594525,148.0,5.464285999999988,Иркутский район
38115104,159.52476186666664,4.863559813008129,123.0,16.392857000000035,Качугский район
38122921,156.65780426666666,4.023744972602739,146.0,6.5571429999999875,Иркутский район
38115127,156.14140222222204,4.81257746575342,146.0,32.78571400000007,Заларинский район
38101041,156.11437905882366,13.009531588235305,153.0,6.915516999999999,Левый берег
38110243,155.87597893333358,4.205287201438848,139.0,6.220832999999989,Слюдянский район
38112976,154.22063493333326,8.442735489051092,137.0,6.21809499999999,Слюдянский район
38107886,151.86434800000004,2.6905101023622056,127.0,16.50000000000002,Шелеховский район
38113092,151.8269841142857,26.0487472745098,153.0,26.996173,Тулунский район
38115731,151.33809519999986,4.1729254191176475,136.0,6.21809499999999,Иркутский район
38118572,150.87809519999996,1.2743082364864864,148.0,2.341836999999999,Иркутский район
38101888,150.79896215384608,9.672959743421048,152.0,18.70867300000002,Левый берег
38109750,150.27068773333312,4.113248751824819,137.0,5.607038000000006,Усольский район
38109532,149.63937399999972,4.708931349650347,143.0,5.75367999999999,Усольский район
38105193,148.897656761905,5.142846697368423,152.0,13.242347,Левый берег
38113733,147.8729213809524,20.70220899333333,150.0,22.38137799999998,Тулунский район
38110572,145.52301600000027,3.843037394366198,142.0,6.384483000000005,Бодайбинский район
38127665,142.42191980952396,5.052128912162161,148.0,6.147321000000013,Иркутский район
38115826,140.53042311111093,2.080220078947362,152.0,6.218094999999989,Усольский район
38107972,139.0576056666668,3.022991427536233,138.0,5.871429000000005,Шелеховский район
38109789,139.03280426666635,3.7508850071942397,139.0,6.220832999999989,Усольский район
38107023,137.77142853333362,3.6128871118881136,143.0,8.196428999999988,Ангарский ГО
38114206,136.86507933333334,2.9970455328467143,137.0,6.21809499999999,Зиминский район
38113901,136.86058213333308,3.9177647557251873,131.0,16.5,Усольский район
38118594,136.30176355555565,2.115027365517241,145.0,5.464285999999988,Баяндаевский район
38116313,135.28080114285746,5.146552217391306,138.0,8.196428999999988,Тулунский район
38127251,135.0923659047618,4.666019217105258,152.0,16.392857000000035,Ангарский ГО
38100953,134.9060846666664,4.101874195945942,148.0,6.218094999999989,Левый берег
38113320,134.21784697435913,8.6663841589404,151.0,15.754782999999996,Левый берег
38108751,134.0314813333336,2.0515022653061243,147.0,6.220832999999989,Зиминский район
38101756,133.6343674545453,14.79843666442954,149.0,18.16071400000003,Левый берег
38105726,133.1150794545452,5.631791823076928,130.0,10.127332999999988,Левый берег
38102606,132.25907028571427,9.38324485135135,148.0,16.04288899999999,Иркутский район
38100336,131.7500000000003,0.6721938775510217,147.0,16.392857000000035,Иркутский район
38121131,130.50918577777801,23.649315543624155,149.0,30.201433000000023,Аларский район
38102921,130.03851853333333,6.374437183006528,153.0,12.714965999999983,Правый берег
38102788,129.85462961111105,15.582555553333325,150.0,14.051020000000005,Правый берег
38101328,129.52044986666675,3.6795582348484848,132.0,5.714286000000003,Левый берег
38113924,129.4169311111114,1.9542825167785256,149.0,5.753679999999991,Иркутский район
38104232,128.86547633333336,2.9738186846153813,130.0,16.392857000000035,Правый берег
38100513,128.67860914285717,4.503751320000001,150.0,11.887142999999996,Иркутский район
38109772,128.3113226666663,3.645208030303029,132.0,6.284839000000004,Усольский район
38127676,127.37883600000025,3.8730051486486485,148.0,6.147321000000013,Иркутский район
38126739,126.99047626666668,3.527513229629629,135.0,6.5571429999999875,Жигаловский район
38115354,126.85537920987662,16.900140980263167,152.0,16.646439000000004,Правый берег
38113089,126.13082013333317,12.529551668874163,151.0,32.78571400000007,Ангарский ГО
38126935,125.47306400000006,15.002214173913048,138.0,25.77142900000001,Левый берег
38118608,124.55803541666695,0.4067201156462589,147.0,0.7634690000000017,Шелеховский район
38103717,124.08482136363615,4.299001685039369,127.0,24.04285700000004,Правый берег
38108892,123.54007911111131,1.8909195782312955,147.0,16.392857000000035,Зиминский район
38105878,123.47619066666662,0.6052754444444443,153.0,15.573214000000013,Левый берег
38115308,122.86349199999995,2.5596560833333335,144.0,6.060138000000009,Усольский район
38109678,122.09119053333336,6.4484783732394355,142.0,9.570000000000002,Усольский район
38107151,121.96119040000006,3.154168717241378,145.0,6.5571429999999875,Ангарский ГО
38102168,121.49173784615381,7.742120549019603,153.0,6.5571429999999875,Правый берег
38105934,121.25717073684199,12.612515934306574,137.0,21.775714000000008,Ангарский ГО
38105257,120.36783066666686,3.0091957666666707,150.0,12.436190000000025,Левый берег
38108143,118.75277779999992,12.11763038775511,147.0,16.687500000000004,Тулунский район
38119028,116.97089946666657,3.04611717361111,144.0,16.392857000000035,Правый берег
38110424,115.60581999999995,3.468174600000003,150.0,9.314762000000009,МО Саянск
38119948,114.77126577777794,22.380396826666672,150.0,36.305356999999965,Жигаловский район
38124175,114.74824733333341,2.6079147121212105,132.0,6.808928999999995,Тулунский район
38111387,114.57433866666638,3.025730774647885,142.0,6.384483000000005,Жигаловский район
38116864,114.12794612121225,12.307915758169942,153.0,14.614795999999984,Иркутский район
38119504,113.45357199999994,0.6545398384615383,130.0,16.392857000000035,Осинский район
38123073,113.33122879999996,3.4273557096774208,124.0,16.392857000000035,Эхирит-Булагатский район
38111896,113.26289666666652,2.4622368840579694,138.0,6.5571429999999875,Казачинско-Ленский район
38110873,112.39649466666646,1.1019264183006516,153.0,12.88125,Аларский район
38122150,111.74376419047624,3.8851308741721855,151.0,8.196428999999988,Куйтунский район
38124191,111.7410713333332,3.541090288732393,142.0,16.392857000000035,Бодайбинский район
38101458,111.58541653333337,3.294844976377957,127.0,16.392857000000035,Левый берег
38101324,111.48624342857156,7.804037040000002,150.0,12.84107100000001,Левый берег
38106356,111.30642853333319,6.7869773495935,123.0,32.78571400000007,Ангарский ГО
38107803,110.05192742857136,4.2173183868613116,137.0,6.21809499999999,Шелеховский район
38118854,108.98313466666669,1.2574977076923068,130.0,5.7928570000000015,Эхирит-Булагатский район
38103460,108.92257511111121,1.7019152361111127,144.0,24.872381000000033,Иркутский район
38124080,108.72222233333358,2.3132387730496453,141.0,4.098213999999996,Иркутский район
38118216,108.20370366666678,2.1355994144736887,152.0,6.409438999999988,Осинский район
38109807,108.19666666666677,5.520238095238091,147.0,9.324553999999994,Усольский район
38123211,108.16481466666666,1.0604393594771242,153.0,6.402679000000012,Правый берег
38105350,107.20743475862055,16.420857084507038,142.0,24.78539499999996,Левый берег
38103695,107.1886053333334,0.5323937350993379,151.0,32.78571400000007,Иркутский район
38109491,107.12238766666648,2.231716409722223,144.0,16.392857000000035,Усольский район
38128465,106.12380960000031,2.6889478783783844,148.0,7.7848019999999964,Черемховский район
38107092,106.0450956923077,6.802234756578949,152.0,11.709183999999983,Ангарский ГО
38111391,106.00582000000001,2.6152751644736854,152.0,6.218094999999989,Жигаловский район
38101477,104.50833333333331,1.264213709677419,124.0,16.392857000000035,Левый берег
38119151,103.46736100000001,2.1115787959183683,147.0,6.5571429999999875,Осинский район
38127995,103.14476186666687,3.1704332540983664,122.0,6.5571429999999875,Черемховский район
38121778,102.94801599999988,2.6996857342657337,143.0,16.392857000000035,Ангарский ГО
38121705,102.06111120000016,2.501497823529411,153.0,6.384483000000006,Качугский район
38101048,101.7473015999999,2.5780566283783783,148.0,9.31476200000001,Левый берег
