site_id,avg_forecast_m3,avg_actual_m3,forecast_days,actual_days,ratio
38121283,1967.771136978936,14.076650943396226,214,212,139.78972305923915
38102316,1001.9155549992576,7.181132075471699,214,212,139.52055810551929
38109105,404.68324710725415,2.906532663316587,214,199,139.23230666380266
38113239,2820.9959158507586,20.261137440758297,214,211,139.2318631715071
38102732,880.5799538273247,6.335377358490569,214,212,138.9940810151089
38127391,152.6739949562379,1.099999999999998,214,104,138.7945408693074
38113582,951.6537489801209,6.8619047619047615,214,210,138.68652830383442
38108633,226.2572898123423,1.6315104166666667,214,192,138.6796477062082
38109095,361.97514741878075,2.6121890547263713,214,201,138.57157343333938
38113341,1023.8522254209322,7.391355140186916,214,214,138.52023154106496
38121969,2231.821435525146,16.11202830188679,214,212,138.51896196481914
38102428,517.4305518469067,3.7376190476190474,214,210,138.4385474427958
38101754,522.6790906393711,3.780281690140838,214,213,138.2645880603406
38103751,602.7016735276669,4.362676056338028,214,213,138.14953614354917
38102509,603.5544448153095,4.3729857819905025,214,211,138.01884453888678
38123416,219.40040331553197,1.596410256410251,214,195,137.43359668014418
38102817,844.2803367452902,6.143790849673203,214,153,137.42009736386106
38105010,576.6982713061858,4.203365384615385,214,208,137.19917697779553
38118414,307.82061846350695,2.244764397905759,214,191,137.12825219015704
38105595,247.8121439697374,1.812676056338028,214,213,136.71066217444724
38114035,1245.7883937843058,9.112926829268291,214,205,136.70562895152034
38102581,815.2672804480044,5.976666666666665,214,210,136.40835701862878
38107975,534.8890896194927,3.939516129032258,214,186,135.77532674066958
38121225,672.8701671673346,4.957746478873239,214,213,135.72097121841125
38101076,1041.1645175048218,7.673933649289099,214,211,135.67546516398062
38100488,855.055444296098,6.303520408163266,214,196,135.64728737750625
38121231,583.2113697893493,4.305699481865285,214,193,135.45101608826042
38107243,910.9858403797651,6.729205607476636,214,214,135.37791732319693
38116070,291.4164337171779,2.1727748691099475,214,191,134.12178033730356
38103047,509.64551438955635,3.800473933649287,214,211,134.10051569546883
38105869,177.5580681649607,1.3241706161137412,214,211,134.09002284469145
38117721,3841.3344830143888,28.654545454545456,214,165,134.05672370925848
38122903,936.9033178497257,6.991706161137441,214,211,134.00210138369232
38108814,139.80201935914562,1.0453883495145628,214,206,133.73213832358488
38104786,1350.0842581775696,10.105172413793104,214,145,133.60328779098964
38118746,176.04341622162895,1.3211340206185525,214,194,133.25174696447962
38127299,256.4879213951936,1.9285714285714286,214,105,132.99373701973002
38109270,627.0258808040348,4.714953271028042,214,214,132.9866585649785
38103544,522.4545175975383,3.9288732394366197,214,213,132.9782066658011
38102853,769.7886863039605,5.790566037735852,214,212,132.93841764128345
38104249,179.02538106364048,1.3491847826086956,214,184,132.6915211106137
38121423,387.9767833963801,2.9258793969849246,214,199,132.60176882074649
38127698,545.8248627800032,4.1196078431372545,214,51,132.49437411604077
38117429,101.08103118973452,0.7652046783625731,214,171,132.0967239850562
38101326,781.9855112372057,5.938388625592419,214,211,131.68311482126924
38110486,343.4581826694858,2.6098130841121496,214,214,131.60259819385846
38108855,424.63006508678177,3.2266355140186933,214,214,131.60149736215968
38113194,125.33755423898533,0.9545454545454546,214,110,131.30600920274654
38114028,508.9811456363115,3.8775943396226413,214,212,131.26209217796733
38100749,2533.207197559707,19.308056872037916,214,211,131.1994891225081
38101746,435.4748794689216,3.3204761904761906,214,210,131.1483216527657
38106045,248.14637989541598,1.8925233644859814,214,214,131.1193217225161
38104186,488.14204216733447,3.723300970873786,214,206,131.1046423552424
38114157,424.8309505266281,3.2404761904761905,214,147,131.10139546009097
38104135,678.8639574988888,5.187323943661973,214,213,130.86978273804263
38114449,1806.1481628282168,13.825117370892018,214,213,130.6425192910808
38124298,205.18969737427676,1.5710526315789475,214,190,130.60650754141568
38113252,767.8316713951926,5.891062801932367,214,207,130.3383951607732
38126498,242.5007843791723,1.8675355450236948,214,211,129.85069281564625
38104492,1029.8095386441184,7.933490566037742,214,212,129.8053523946447
38102537,306.2836161177869,2.360093896713612,214,213,129.77602990469205
38107768,237.23320816644375,1.8297619047619047,214,168,129.65250153533685
38103890,351.170936248331,2.7086448598130843,214,214,129.64820211704102
38109090,348.38074423305136,2.691133004926112,214,203,129.455044992329
38103713,419.8928673416408,3.2440721649484545,214,194,129.4338861750668
38103806,325.40696855066017,2.5156542056074773,214,214,129.35282115694486
38118396,390.2898969459282,3.019047619047622,214,147,129.27583337325686
38115892,520.1696741488649,4.032178217821782,214,202,129.0046337361212
38100678,601.4502113929688,4.664084507042253,214,213,128.9535407184079
38106154,559.9955153167189,4.344811320754718,214,212,128.88833921088306
38100676,1023.5892300845567,7.954460093896714,214,213,128.68116980936705
38113580,1030.853814345054,8.017412935323383,214,201,128.57686421554814
38108853,213.51284212283042,1.661214953271027,214,214,128.5281243721118
38127338,565.2364421079961,4.3999999999999995,214,111,128.46282775181731
38102850,655.0073083555852,5.104265402843602,214,211,128.32548009566247
38110648,416.0470766577667,3.2425,214,200,128.31058647887946
38116958,1309.9158322207375,10.22625,214,200,128.09346849732182
38120824,270.17837672452174,2.111111111111111,214,189,127.97923108003661
38104579,344.5868199265691,2.69906103286385,214,213,127.66914705924373
38100682,856.0890979639523,6.708878504672897,214,214,127.60539594921349
38102525,297.3278120827774,2.331367924528302,214,212,127.53362905725606
38104022,512.3192024551253,4.018536585365853,214,205,127.488997940399
38103458,173.76017375018552,1.3633802816901373,214,213,127.4480613250331
38105360,853.8734655466562,6.703773584905661,214,212,127.37206212770272
38102966,762.9566013944518,5.990047393364928,214,211,127.37071199796611
38102187,927.1923416407064,7.282938388625584,214,211,127.31019983483392
38110573,387.1772085002227,3.04296875,214,192,127.23666928890502
38106029,287.141356994511,2.2614832535885157,214,209,126.97036625801931
38104536,691.9944509345792,5.452153110047847,214,209,126.92131658212114
38107934,2117.0131077547844,16.690140845070424,214,213,126.84213557011788
38105619,296.8689340416852,2.3404787234042552,214,188,126.84111633789418
38121222,759.7850235499186,6.001173708920188,214,213,126.60607081254267
38102568,172.26024885031882,1.3621495327102775,214,214,126.46206948188097
38104178,289.20375778816185,2.289285714285714,214,210,126.32925457205198
38113581,489.3356466028777,3.882439024390244,214,205,126.03820524386221
38102141,1679.473357995846,13.33145539906106,214,213,125.97824526451419
38116990,1959.472542093163,15.556763285024154,214,207,125.95631277487298
38108994,206.1778621495327,1.6385714285714286,214,175,125.82781473816294
38102689,347.5101997107257,2.7680751173708864,214,213,125.54218544502159
38100963,1059.6830602840835,8.442346938775511,214,196,125.51996121090248
38112756,304.1764039552736,2.423351648351649,214,182,125.51888792622101
38118409,425.09277462542644,3.38779342723004,214,213,125.4777729978049
38107076,505.8995911214952,4.033411214953271,214,214,125.427228755141
38102293,933.2959464471141,7.4665094339622495,214,212,124.99762502166188
38108505,291.8527875129802,2.3359223300970875,214,206,124.94113513647947
38110441,251.67063723854037,2.0180288461538463,214,208,124.71111982279069
38102858,2293.06010606735,18.414622641509446,214,212,124.52387163766434
38113669,141.2591844681798,1.1359042553191487,214,188,124.35835485843037
38127697,540.3595794392522,4.351111111111112,214,45,124.18887167909268
38121659,408.38556037679854,3.2892441860465116,214,172,124.15787253170014
38101743,615.1946651090341,4.955140186915884,214,214,124.15282754935251
38106384,734.9187020193598,5.921014492753623,214,207,124.12040249500875
38105769,814.808629098057,6.5664556962025316,214,158,124.08651893734266
38113381,521.9634860369374,4.212662337662338,214,154,123.90347105924987
38113111,446.8930935692034,3.609178743961353,214,207,123.8212694001139
38105755,193.2302157506304,1.5616336633663366,214,202,123.73594414844617
38103514,547.2392319388816,4.423943661971831,214,213,123.69941250449092
38101597,2632.175384308699,21.286214953271028,214,214,123.6563376855412
38122904,898.5700818684173,7.269047619047619,214,210,123.61593003103023
38121154,455.05187472185094,3.681547619047619,214,168,123.60341948790777
38106970,705.1318053701237,5.7053738317757015,214,214,123.59081563471597
38105579,1216.8319101394463,9.849759615384615,214,208,123.5392494491787
38106551,192.10837969144023,1.5558685446009388,214,213,123.47340034483034
38111448,457.8755562972853,3.7093908629441623,214,197,123.43685883074266
38127750,505.97028074469705,4.102702702702704,214,37,123.32608950957697
38102947,525.195885254414,4.259241706161127,214,211,123.30736818591478
38104764,330.1966269841272,2.6791079812206573,214,213,123.24871908809094
38105868,152.96961689660284,1.2414285714285676,214,210,123.22063501452512
38103980,308.39541611036947,2.5035377358490565,214,212,123.18384967573873
38104815,308.9047034935467,2.508212560386474,214,207,123.15730667019291
38112028,428.3863299213763,3.4805699481865284,214,193,123.07936237413566
38101341,855.599856753449,6.952866242038217,214,157,123.05714319374448
38114034,384.4373400645308,3.1252659574468082,214,188,123.00947992874104
38109566,318.51770972407667,2.5898058252427196,214,206,122.9890313086406
38101023,920.0312486092569,7.4921428571428565,214,210,122.79948022241965
38109197,176.69515604138857,1.4389671361502347,214,213,122.79304481832223
38121593,175.10781041388518,1.4270833333333333,214,144,122.70328320972976
38108788,282.8715579105474,2.30771144278607,214,201,122.57665870436567
38118450,1068.300618417148,8.718434343434344,214,198,122.53353943321956
38102167,215.48112066088115,1.759020618556701,214,194,122.50062244164378
38105017,534.4723589786381,4.366113744075818,214,211,122.41375060460562
38108724,137.68570594125492,1.125,214,174,122.38729417000438
38100695,531.2027286381845,4.342162162162162,214,185,122.33599501813038
38100686,678.2665567979528,5.550233644859813,214,214,122.2050458048932
38102929,1212.6149069129206,9.925700934579446,214,214,122.1691964028835
38119659,1520.4893167742164,12.452830188679245,214,212,122.09989968035374
38101445,823.2084900237345,6.751196172248806,214,209,121.93520511336673
38116067,504.854879190773,4.145939086294416,214,197,121.77093504815706
38127243,381.90461634030595,3.1378947368421044,214,95,121.70727458010424
38102558,141.2591390372349,1.160952380952377,214,210,121.67522230442752
38109267,707.4175456163775,5.817370892018775,214,213,121.604339614469
38120551,834.2548896213468,6.860497237569061,214,181,121.60268574307531
38127228,511.79407357958837,4.2093333333333245,214,150,121.58554171197089
38110708,190.7072972296392,1.5692934782608696,214,184,121.52430368919
38100909,447.0362214434059,3.680645161290324,214,155,121.45594097060103
38119350,499.6781180462838,4.117525773195868,214,194,121.35397458810624
38102603,297.62542000445035,2.4538461538461545,214,208,121.28935611466626
38105287,452.7469088414179,3.733653846153835,214,208,121.26108297581149
38109879,323.5707220738762,2.6683962264150947,214,212,121.26037313003667
38109501,234.29724354695176,1.9331578947368422,214,190,121.19922753585851
38101542,675.7520165776588,5.584730538922155,214,167,120.9999322022935
38121476,28.75624999999991,0.23777777777777778,214,27,120.93749999999962
38112038,700.3678886663704,5.795560747663552,214,214,120.8455780484606
38100653,432.2971044726301,3.578436018957346,214,211,120.80615726604192
38111596,201.43941922563397,1.6678743961352658,214,207,120.77613259871464
38127384,423.7569787494437,3.5090000000000026,214,100,120.76288935578324
38105583,494.45068424566085,4.096733668341709,214,199,120.6938806070365
38105867,152.7803580700196,1.266037735849053,214,212,120.67599072594724
38123838,161.07589285714292,1.3349282296650717,214,209,120.66258640553
38128144,132.59519498219848,1.1,214,3,120.54108634745315
38115888,922.6434934078773,7.66627358490566,214,212,120.35097406704814
38102381,459.3248692701379,3.819158878504663,214,214,120.2685941806066
38104759,551.6540679238989,4.591214953271042,214,214,120.15426712506006
38109567,222.9232838228749,1.8554945054945058,214,182,120.14224949885468
38108908,185.38182159546076,1.5453237410071943,214,139,119.9630968425002
38123205,319.21046812416574,2.661764705882353,214,187,119.92437476487996
38105844,692.8100272585676,5.780188679245276,214,212,119.85941388837647
38104767,1276.9624397344626,10.655660377358483,214,212,119.83888323315904
38116960,455.51214721480517,3.8033163265306125,214,196,119.76709484754417
38104470,278.6626056964846,2.3285024154589373,214,207,119.67460452110437
38100664,233.3457179016465,1.9502439024390243,214,205,119.64950517718243
38104486,828.3582146565792,6.923684210526317,214,209,119.6412472708096
38105352,766.346969570539,6.408227848101266,214,158,119.5879715477977
38101829,987.7771528704949,8.265420560747664,214,214,119.50718606642124
38103635,280.63088098946747,2.3490654205607426,214,214,119.464906568025
38116961,580.0032756638482,4.862176165803111,214,193,119.28882374586813
38116959,458.1137576954456,3.840909090909091,214,198,119.27222093845921
38105015,712.8589021473072,5.984134615384615,214,208,119.12481051389081
38115754,237.42434356920342,1.9941176470588236,214,85,119.0623551821964
38102565,402.84524504895427,3.388625592417057,214,211,118.88160378367758
38100912,1002.129268654501,8.429906542056079,214,214,118.8778622461547
38104849,747.7119504246408,6.291666666666667,214,162,118.84163450457866
38105472,147.51938696039173,1.2422857142857142,214,175,118.7483565688526
38102935,1555.038718291055,13.107981220657276,214,213,118.63296812177461
38104930,1193.4440902685062,10.069626168224312,214,214,118.5192052148406
38106378,699.5499388072984,5.902570093457944,214,214,118.51615952560017
38118092,445.7145731345501,3.766431924882629,214,213,118.33867756641841
38100683,577.9413036826879,4.885514018691588,214,214,118.29692873084191
38106390,297.2287003041093,2.5142523364485982,214,214,118.2175297185752
38121221,461.72611166740904,3.907451923076923,214,208,118.16552596348335
38108933,134.26050358811767,1.1363636363636365,214,66,118.14924315754354
38113404,190.90692798731644,1.6166666666666667,214,144,118.08675957978336
38101242,386.5968156616229,3.2756983240223465,214,179,118.01966402904493
38101483,1014.6354520533547,8.59840425531915,214,188,118.00276213178513
38113102,913.3757148420117,7.7421428571428565,214,210,117.97453646819969
38102985,2102.2925187286764,17.834626168224286,214,214,117.87701625472266
38103999,506.5490028371163,4.29739336492891,214,211,117.87354794445166
38101287,674.6499054294612,5.724170616113745,214,211,117.8598526623748
38127307,92.31917556742347,0.7834821428571429,214,112,117.83188220571428
38100266,391.1615125723189,3.3197500000000004,214,200,117.82860533844983
38109411,161.20021834668447,1.3682065217391304,214,184,117.81863029112192
38106695,336.1516049176683,2.854439252336449,214,214,117.7644977529361
38120821,491.03177964137416,4.171270718232044,214,181,117.71755247031618
38114036,356.77180917148775,3.0332460732984297,214,191,117.62046353974998
38118858,178.78816547062746,1.5202702702702702,214,148,117.60288217623496
38103503,530.7654066533164,4.518749999999995,214,208,117.45845790391523
38113116,780.3102412012316,6.655027932960894,214,179,117.25123456455023
38102222,894.3157265242548,7.6280373831775705,214,214,117.24060614811965
38109801,245.96873794689225,2.099528301886794,214,212,117.15428542965877
38104228,397.34090546654767,3.3943349753694547,214,203,117.06001568784451
38101812,1346.4992814493396,11.511682242990654,214,214,116.96807234834938
38113445,682.9151159879843,5.839252336448598,214,214,116.95249265479245
38114361,485.38629700712033,4.151666666666666,214,210,116.91360024258218
38108796,128.99149885031892,1.1035175879396983,214,199,116.89120342082636
38117011,111.69831998219864,0.9563492063492064,214,189,116.79658354985085
38101779,1601.6976533526165,13.714252336448595,214,214,116.79073813566622
38117082,315.35550873386757,2.7010309278350517,214,194,116.753757050325
38101814,2717.7930203233946,23.28301886792453,214,212,116.72854949525114
38106657,110.44466232754779,0.9464285714285714,214,210,116.69624698759766
38115983,314.7048564753007,2.6970443349753697,214,203,116.68508833696079
38103540,199.39260217326805,1.7094339622641508,214,212,116.64247147001332
38104765,222.93325452455107,1.911267605633803,214,213,116.64157016391397
38103813,264.36151906245374,2.266746411483254,214,209,116.62597885815899
38101312,828.2799529001632,7.112275449101796,214,167,116.45780015519028
38104747,603.0406773846613,5.179227053140108,214,207,116.4344932549432
38109094,723.7397455867082,6.21658878504673,214,214,116.42072052884996
38113878,331.33929730381254,2.8464673913043477,214,184,116.40368630816518
38102567,400.6993139000149,3.442788461538455,214,208,116.38801465047236
38105774,328.15743908544704,2.819832402234637,214,179,116.37480256819221
38103474,441.8881313974191,3.7975961538461545,214,208,116.35995864117376
38101820,1032.226908563269,8.872794117647059,214,204,116.33617267307913
38105008,731.908352340157,6.291666666666667,214,132,116.3298043454554
38110588,342.2087575100135,2.941747572815534,214,206,116.32838951660526
38102207,383.7627447708053,3.299009433962251,214,212,116.32665879039027
38112709,279.63800171061416,2.4039325842696626,214,178,116.32522623157122
38109093,377.6094255303369,3.247663551401875,214,214,116.27110368847764
38101036,1547.1758214656581,13.311792452830145,214,212,116.22595731927309
38105029,1075.4406097018243,9.255607476635488,214,214,116.19341166062051
38102718,91.57160936804628,0.7885514018691588,214,214,116.12636684303351
38115602,2289.4745227432873,19.739485981308412,214,214,115.984505620421
38102710,509.9047980640851,4.399999999999989,214,213,115.88745410547419
38112025,676.6996643673053,5.84047619047619,214,210,115.86378272901274
38115268,183.14880257009347,1.5816666666666666,214,90,115.79481722029092
38118239,211.9335090305593,1.8307692307692303,214,208,115.7620007309778
38116987,463.9126752336447,4.011049723756906,214,181,115.6586697207847
38103112,770.3094310933092,6.6619718309859195,214,213,115.62784272225142
38101099,684.0067302699899,5.915789473684213,214,209,115.62391347980252
38102940,374.63986148197637,3.243457943925239,214,214,115.5063108444645
38116602,1131.7151827436587,9.798809523809524,214,210,115.4951711219382
38109406,203.1368108867381,1.7597087378640777,214,206,115.4377463246015
38109697,430.46894841269835,3.729716981132082,214,212,115.41598212152762
38109741,497.3128365598573,4.309813084112148,214,214,115.3908132102456
38110522,213.07580245883415,1.8474178403755868,214,213,115.33709256348584
38105970,1366.784374072836,11.853037383177575,214,214,115.31089710496019
38115177,677.6929415146122,5.880769230769231,214,208,115.23882589522509
38110438,159.8916935543689,1.3890306122448979,214,196,115.11027341287901
38115943,266.90375593383766,2.3194736842105264,214,190,115.07082738241242
38113268,379.0750704643232,3.2957055214723927,214,163,115.02091676411891
38104191,414.6848242100576,3.606132075471689,214,212,114.99435282214839
38103438,277.11144720738787,2.409952606635071,214,211,114.98626422961424
38109470,318.497990376057,2.770231213872832,214,173,114.97162719886877
38118236,125.7098529520842,1.095029239766082,214,171,114.80045316318504
38102244,233.04254098056677,2.0303738317756963,214,214,114.77814446453718
38109407,378.6424700526629,3.299363057324841,214,157,114.76229304684955
38105181,1187.0772140631955,10.344230769230773,214,208,114.75741797971025
38109187,679.5453173676013,5.921728971962617,214,214,114.75454560399817
38102826,1687.4963525441317,14.709345794392515,214,214,114.72273316107896
38122834,1515.2234275330072,13.212435233160623,214,193,114.68161627994917
38108104,295.5519129672897,2.577319587628866,214,194,114.6741422313084
38116472,588.6575642523363,5.136893203883495,214,206,114.59408262708494
38115891,450.89908767245146,3.9347826086956523,214,207,114.59313830349595
38103746,465.79242786678554,4.065887850467282,214,214,114.56106144522731
38113246,297.6514032599021,2.598205128205128,214,195,114.56039403075282
38110643,184.7571206052514,1.6133720930232558,214,172,114.51612520397565
38121296,548.1371458240608,4.787425149700598,214,167,114.49518868370001
38106392,963.6354027592341,8.421028037383177,214,214,114.43203828337835
38121336,313.6316825211393,2.743710691823899,214,159,114.30931236873616
38102074,930.0240204531977,8.136792452830187,214,212,114.29860425279881
38126545,389.2413375241065,3.4062801932367117,214,207,114.2716733335557
38114450,1825.504410973892,15.975467289719626,214,214,114.26923406169298
38106957,320.5247552291947,2.808411214953271,214,214,114.13027890024568
38101582,255.32355084557196,2.2375609756097536,214,205,114.10797454402073
38120574,115.16395842604963,1.0098765432098764,214,162,114.0376605441323
38113472,371.68164497107256,3.2603225806451612,214,155,114.00149395570644
38118817,141.05382732532237,1.2378048780487805,214,164,113.95481616429986
38119628,724.9088729417006,6.361971830985923,214,213,113.94405574244118
38102194,945.8776451935913,8.304225352112676,214,213,113.90317640560548
38102621,93.76554155540725,0.8235981308411215,214,214,113.84865754812569
38116989,1304.6506059004575,11.462378640776699,214,206,113.82023284933585
38109374,852.7413903723482,7.496261682242993,214,214,113.75555263663037
38127229,412.2271704865748,3.6240310077519364,214,129,113.74824597383565
38102281,334.3659054665485,2.9402843601895707,214,211,113.71890079536074
38107108,349.18854352099095,3.071728971962617,214,214,113.67817496537927
38105387,203.45240227711037,1.7901960784313686,214,204,113.6481108010148
38105388,504.1699812713248,4.437198067632845,214,207,113.62350149500747
38100662,507.1488929684015,4.463658536585366,214,205,113.61731387194395
38100655,399.71946623275477,3.5185990338164252,214,207,113.6018802913163
38109495,177.97671316384825,1.5672043010752688,214,186,113.5631857580644
38105845,1965.1894136626609,17.307511737089158,214,213,113.54546185003332
38105810,1977.747690439106,17.418224299065475,214,214,113.54473662078266
38113337,168.7985601171933,1.4867567567567568,214,185,113.53475230569263
38121658,324.09607601802406,2.8551136363636362,214,176,113.51424752074077
38105832,412.25074172971404,3.632075471698103,214,212,113.5028016190904
38124390,283.8554303886663,2.5046948356807492,214,213,113.32934709050791
38115788,292.3764394192257,2.58,214,175,113.32420132528127
38101733,515.3926262794839,4.5488262910798065,214,213,113.30233192024998
38105016,467.21311841714873,4.123696682464447,214,211,113.29958393979837
38108729,212.42277202937228,1.8751173708920192,214,213,113.28505368616997
38114945,198.24152689697382,1.751340206185567,214,194,113.19418477164152
38107694,611.60550131657,5.404761904761903,214,210,113.16048923037862
38106539,265.87020193591434,2.35,214,214,113.13625614294227
38105996,376.8529715546655,3.3319248826291084,214,213,113.1036817544649
38102524,508.1457118750928,4.492957746478863,214,213,113.09826189069489
38101827,821.9986203827322,7.268224299065419,214,214,113.09483397319322
38104752,787.7509248442367,6.965642458100558,214,179,113.09092156002596
38108403,217.28209139964383,1.9225888324873097,214,197,113.01537163228998
38109272,331.43514222667284,2.9333333333333327,214,213,112.98925303182031
38101149,299.21014778964513,2.648979591836733,214,147,112.95298337205408
38109091,719.6663217623495,6.373364485981305,214,214,112.9178039864674
38108618,900.7405614893921,7.978365384615385,214,208,112.89788297064993
38102923,344.7053988651536,3.05452380952381,214,210,112.85078145090381
38102474,910.231743250259,8.067990654205607,214,214,112.82012861229356
